"cr2sub_id","dga_well_code","dga_well_name","dga_well_basin","dga_well_subbasin","dga_well_lat","dga_well_lon","dga_well_utm_north","dga_well_utm_east","dga_well_elev","cr2sub_lat","cr2sub_lon","cr2sub_utm_north_h19","cr2sub_utm_east_h19","cr2sub_elev","cr2sub_slp","cr2sub_mean_gwl","cr2sub_sd_gwl","cr2sub_cv_gwl","cr2sub_clean_mean_gwl","cr2sub_clean_sd_gwl","cr2sub_clean_cv_gwl","cr2sub_in_basin_camels","cr2sub_camels_pr_yr","cr2sub_camels_pet_yr","cr2sub_camels_aridity","cr2sub_camels_sf","cr2sub_camels_elev","cr2sub_camels_slp","cr2sub_in_basin_bna","cr2sub_bna_pr_yr","cr2sub_bna_pet_yr","cr2sub_bna_aridity","cr2sub_bna_sf","cr2sub_bna_elev","cr2sub_bna_slp","cr2sub_clsoilmap_awc_0_100cm","cr2sub_clsoilmap_awc_100_200cm","cr2sub_clsoilmap_bulkd_0_100cm","cr2sub_clsoilmap_bulkd_100_200cm","cr2sub_clsoilmap_clay_0_100cm","cr2sub_clsoilmap_clay_100_200cm","cr2sub_clsoilmap_ksat_0_100cm","cr2sub_clsoilmap_ksat_100_200cm","cr2sub_clsoilmap_sand_0_100cm","cr2sub_clsoilmap_sand_100_200cm"
6037011,"06037011-7","APR NENQUEN EL TAMBO LA PUERTA","RIO RAPEL","Rio Tinguiririca Bajo (Entre Rio Rapel y E Rapel)",-34.613889,-71.373611,6167215,282369,166,-34.613889,-71.373611,6167215,282369,159,0.25,-4.48,1.05,-0.23,NA,NA,NA,"6035001",1270.35,1469.12,1.16,0.48,1396.13,17.94,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,154.69,150.877,1.428,1.431,27.964,28.077,11.306,12.4,35.578,39.02
6018023,"06018023-7","APR PENCAHUE BAJO","RIO RAPEL","Rio Cachapoal Bajo (Bajo jta Rio Claro y E Rapel)",-34.430278,-71.158333,6188033,301665,190,-34.430278,-71.158333,6188033,301665,182.62,0.5,-5.49,1.96,-0.36,NA,NA,NA,"6018001",883.08,1623.85,1.84,0.12,675.06,14.84,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,164.235,155.085,1.385,1.408,25.972,29.865,14.457,12.678,34.428,36.56
6015020,"06015020-6","VINICOLA RENGO S.A.","RIO RAPEL","Rio Cachapoal Bajo (Bajo jta Rio Claro y E Rapel)",-34.421667,-70.865556,6189513,328569,312,-34.421667,-70.865556,6189513,328569,305,0.86,-4.51,1.44,-0.32,NA,NA,NA,"6018001",883.08,1623.85,1.84,0.12,675.06,14.84,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,147.319,142.708,1.483,1.502,25.686,25.507,9.435,9.374,36.805,38.952
6130010,"06130010-4","POZO NILAHUE ALTO","COSTERAS RAPEL-E. NILAHUE","Estero Nilahue",-34.924167,-71.519722,6132468,269833,180,-34.924167,-71.519722,6132468,269833,174.53,9.13,-25.57,NA,NA,NA,NA,NA,"6132001",757.39,1526.55,2.02,0.01,285.52,10.97,"61",699.89,1388.96,1.98,0,238.35,10.75,127.721,123.673,1.57,1.593,22.041,24.196,9.8,8.394,48.052,48.583
7000004,"07000004-0","A.P. COMALLE","COSTERAS LIMITE SEPTIMA R.-RIO MATAQUITO","Lago Vichuquen",-34.848611,-71.930556,6139766,232037,0,-34.848611,-71.930556,6139766,232037,58.46,11.99,-1.35,0.53,-0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",743.48,1330.81,1.79,0,154.1,12.82,136.254,123.78,1.438,1.556,17.651,22.738,30.198,15.421,57.615,58.067
7123006,"07123006-6","A.P. HUALAGNE","RIO MATAQUITO","Rio Mataquito",-34.966667,-71.7925,6127029,245030,0,-34.966667,-71.7925,6127029,245030,52.82,5.45,-4.7,5.28,-1.12,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,123.744,111.973,1.596,1.691,24.559,23.184,7.975,5.43,47.748,47.72
7123004,"07123004-K","A.P. LICANTEN","RIO MATAQUITO","Rio Mataquito",-34.977778,-71.958333,6125360,229920,0,-34.977778,-71.958333,6125360,229920,190.12,21.45,-4.63,0.65,-0.14,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,144.201,141.231,1.464,1.472,27.651,31.911,11.143,10.1,41.476,40.799
7117006,"07117006-3","A.P. MOLINA","RIO MATAQUITO","Rio Lontue",-35.108333,-71.183889,6112699,300954,0,-35.108333,-71.183889,6112699,300954,318.61,0.78,-3.43,0.38,-0.11,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,148.759,131.076,1.488,1.577,22.83,27.203,10.466,6.332,37.112,38.522
7106010,"07106010-1","FUNDO SANTA ANA","RIO MATAQUITO","Rio Teno",-34.958333,-71.208333,6129289,298357,0,-34.958333,-71.208333,6129289,298357,232.38,0.65,-6.37,0.86,-0.13,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,153.009,141.232,1.424,1.506,29.852,27.35,12.347,8.431,36.396,38.246
7106013,"07106013-6","FUNDO SANTA GLORIA","RIO MATAQUITO","Rio Teno",-34.927778,-71.234722,6132625,295871,0,-34.927778,-71.234722,6132625,295871,223.75,0.91,-1.12,0.18,-0.16,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,143.176,139.075,1.515,1.518,26.759,29.477,7.556,7.43,35.273,36.917
7117007,"07117007-1","HUERTO MONTECARLO","RIO MATAQUITO","Rio Lontue",-35.097222,-71.233333,6113831,296419,0,-35.097222,-71.233333,6113831,296419,272.21,1.29,-9.28,6.35,-0.68,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,136.504,119.076,1.549,1.647,25.029,28.312,7.917,4.46,38.782,39.936
7106014,"07106014-4","A.P. TENO","RIO MATAQUITO","Rio Teno",-34.918056,-71.15,6133873,303588,0,-34.918056,-71.15,6133873,303588,307.89,1.08,-32.91,0.76,-0.02,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,150.062,139.918,1.487,1.527,21.765,25.033,10.51,7.884,36.643,38.283
7106015,"07106015-2","A.P. TENO","RIO MATAQUITO","Rio Teno",-34.869167,-71.150556,6139295,303421,0,-34.869167,-71.150556,6139295,303421,294.83,0.57,-33.62,1.01,-0.03,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,161.63,155.786,1.379,1.43,28.932,25.035,14.005,11.919,34.941,36.44
7117005,"07117005-5","ASENTAMIENTO EL SALVADOR","RIO MATAQUITO","Rio Lontue",-35.069444,-71.225,6116930,297110,0,-35.069444,-71.225,6116930,297110,249.91,0.57,-7.68,3.15,-0.41,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,163.872,142.007,1.419,1.516,25.627,30.342,12.366,7.487,30.836,32.606
7106012,"07106012-8","CHACRA SAN JOAQUIN","RIO MATAQUITO","Rio Teno",-34.919444,-71.188889,6133642,300039,0,-34.919444,-71.188889,6133642,300039,242.55,0.55,-4,0.49,-0.12,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,151.172,147.033,1.467,1.49,26.992,25.402,9.357,9.241,34.138,36.088
7106011,"07106011-K","FUNDO MONTECRISTO","RIO MATAQUITO","Rio Teno",-34.957778,-71.191667,6129384,299878,0,-34.957778,-71.191667,6129384,299878,245.2,0.62,-10.27,0.9,-0.09,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,160.154,148.549,1.372,1.449,28.601,26.954,15.71,11.418,37.74,39.476
7122001,"07122001-K","PUEBLO LA HUERTA","RIO MATAQUITO","Rio Mataquito",-35.005556,-71.652778,6123063,257905,0,-35.005556,-71.652778,6123063,257905,192.17,17.97,-6.19,0.23,-0.04,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,130.669,128.346,1.543,1.562,26.622,28.125,9.264,7.817,46.006,44.958
7117004,"07117004-7","PUEBLO SANTA ROSA DE LONTUE","RIO MATAQUITO","Rio Lontue",-35.036111,-71.291667,6120490,290945,0,-35.036111,-71.291667,6120490,290945,201.52,0.38,-1.55,0.12,-0.08,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,143.024,140.055,1.526,1.523,26.623,28.762,7.094,7.122,33.918,35.585
7121004,"07121004-9","PUEBLO VILLA PRAT","RIO MATAQUITO","Rio Mataquito",-35.056944,-71.597222,6117495,263125,0,-35.056944,-71.597222,6117495,263125,83.66,0.88,-8.17,0.17,-0.02,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,137.229,127.393,1.501,1.569,22.365,22.006,12.609,10.372,47.257,48.506
7117003,"07117003-9","VIGNA CASABLANCA","RIO MATAQUITO","Rio Lontue",-35.075,-71.255556,6116251,294337,0,-35.075,-71.255556,6116251,294337,242.06,0.58,-2.2,0.31,-0.14,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,151.896,133.178,1.432,1.543,27.704,29.72,12.408,7.24,38.039,40.067
7000003,"07000003-2","VIGNA SANTA JULIA","COSTERAS LIMITE SEPTIMA R.-RIO MATAQUITO","Lago Vichuquen",-34.915278,-71.925,6132384,232761,0,-34.915278,-71.925,6132384,232761,139.54,9.28,-3.81,0.36,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",743.48,1330.81,1.79,0,154.1,12.82,146.312,131.996,1.37,1.488,23.272,28.796,31.639,16.687,55.439,55.128
7123005,"07123005-8","A.P. HUALAGNE","RIO MATAQUITO","Rio Mataquito",-34.966667,-71.792778,6127028,245004,0,-34.966667,-71.792778,6127028,245004,52.82,5.45,-3.79,0.45,-0.12,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,123.677,111.639,1.597,1.694,24.537,23.166,7.928,5.345,47.657,47.645
7106009,"07106009-8","A.P. PUEBLO TUTUQUEN","RIO MATAQUITO","Rio Teno",-34.963889,-71.275,6128536,292283,0,-34.963889,-71.275,6128536,292283,189.99,0.99,-0.53,0.06,-0.11,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,143.813,140.553,1.492,1.501,30.242,30.502,8.182,8.13,35.214,37.305
7106008,"07106008-K","FUNDO PUNTA EL MONTE","RIO MATAQUITO","Rio Teno",-34.884722,-71.219444,6137432,297161,0,-34.884722,-71.219444,6137432,297161,252.34,0.48,-10.62,NA,NA,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,150.579,148.322,1.469,1.464,27.509,29.155,9.402,9.395,33.871,35.748
7119008,"07119008-0","PUEBLO LO VALDIVIA","RIO MATAQUITO","Rio Lontue",-34.988889,-71.336111,6125634,286767,0,-34.988889,-71.336111,6125634,286767,161.49,0.46,-2.98,0.16,-0.05,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,153.462,141.723,1.449,1.504,22.173,24.144,12.359,9.614,38.215,40.571
7378007,"07378007-1","A. P. RIO CLARO","RIO MAULE","Rio Claro",-35.415,-71.675,6077583,257100,0,-35.415,-71.675,6077583,257100,78.75,0.49,-6.95,NA,NA,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,127.55,114.692,1.581,1.652,21.828,26.242,9.211,6.773,46.631,47.535
7378009,"07378009-8","A. P. SAN CLEMENTE","RIO MAULE","Rio Claro",-35.537222,-71.484722,6064475,274723,0,-35.537222,-71.484722,6064475,274723,204.43,0.31,-14.55,1.11,-0.08,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378010,"07378010-1","A. P. SAN CLEMENTE","RIO MAULE","Rio Claro",-35.536111,-71.487222,6064593,274493,0,-35.536111,-71.487222,6064593,274493,203.15,0.47,-14.12,1.26,-0.09,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378006,"07378006-3","A. P. TALCA","RIO MAULE","Rio Claro",-35.419444,-71.613889,6077239,262664,0,-35.419444,-71.613889,6077239,262664,122.81,0.43,-16.6,0.67,-0.04,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,127.696,110.436,1.613,1.701,24.636,29.62,5.788,3.762,38.49,38.619
7378008,"07378008-K","CERVECERIAS UNIDAS CCU","RIO MAULE","Rio Claro",-35.427222,-71.669444,6076241,257641,0,-35.427222,-71.669444,6076241,257641,88.48,0.71,-8.66,NA,NA,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7379003,"07379003-4","PUEBLO COLIN","RIO MAULE","Rio Claro",-35.468889,-71.748611,6071421,250581,0,-35.468889,-71.748611,6071421,250581,62.41,0.43,-4,NA,NA,NA,NA,NA,"7383001",1411,1404.83,1,0.26,892.18,13.32,"73",1405.15,1404.59,1,0.25,873.77,13.13,132.377,127.256,1.536,1.557,19.288,20.798,12.715,12.157,49.004,51.567
7373005,"07373005-8","PUEBLO PANGUILEMO","RIO MAULE","Rio Claro",-35.345556,-71.573611,6085532,266108,0,-35.345556,-71.573611,6085532,266108,122.74,1.17,-19.5,NA,NA,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,120.675,100.458,1.648,1.762,25.806,29.454,5.295,2.397,39.297,39.891
7372004,"07372004-4","PUEBLO SAN RAFAEL","RIO MAULE","Rio Claro",-35.306389,-71.520556,6090002,270820,0,-35.306389,-71.520556,6090002,270820,147.39,0.85,-23.5,NA,NA,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,133.067,118.98,1.583,1.652,24.226,28.497,6.454,4.048,37.55,38.143
7378005,"07378005-5","UNIVERSIDAD CATOLICA","RIO MAULE","Rio Claro",-35.433333,-71.616667,6075691,262452,0,-35.433333,-71.616667,6075691,262452,123.09,0.35,-16.8,NA,NA,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7358011,"07358011-0","ESTADIO DE LINARES","RIO MAULE","Rio Loncomilla",-35.854722,-71.590278,6029053,266094,147,-35.854722,-71.590278,6029053,266094,157.69,0.26,-3.37,0.22,-0.07,NA,NA,NA,"7359001",1274.87,1412.4,1.11,0.07,490.5,9.89,"73",1405.15,1404.59,1,0.25,873.77,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7119009,"07119009-9","ESTADIO DE MOLINA","RIO MATAQUITO","Rio Lontue",-35.11,-71.289444,6112362,291358,279,-35.11,-71.289444,6112362,291358,238.2,0.41,-1,0.16,-0.16,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,154.994,151.501,1.425,1.435,32.234,32.722,10.279,10.047,31.948,33.607
7335005,"07335005-0","ESTADIO DE PARRAL","RIO MAULE","Rio Perquilauquen Alto (bajo junta rio Cauquenes)",-36.145833,-71.823056,5996197,245999,180,-36.145833,-71.823056,5996197,245999,171.01,0.38,-6.74,0.64,-0.1,NA,NA,NA,"7335002",891.79,1439.87,1.61,0,148.48,0.48,"73",1405.15,1404.59,1,0.25,873.77,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7121005,"07121005-7","Estadio de Huaquén","RIO MATAQUITO","Rio Mataquito",-35.109722,-71.700833,6111444,253838,64,-35.109722,-71.700833,6111444,253838,67.15,3.35,-11.74,0.3,-0.03,NA,NA,NA,"7123001",1427.58,1437.95,1.01,0.41,1230.81,16.97,"71",1373.44,1431.55,1.04,0.39,1132.07,16.42,134.468,118.413,1.538,1.658,18.843,17.535,12.312,8.05,46.406,47.806
7333000,"07333000-9","POZO ÑIQUEN en Escuela F-160","RIO MAULE","Rio Perquilauquen Alto (bajo junta rio Cauquenes)",-36.294444,-71.899722,5979502,239587,160,-36.294444,-71.899722,5979502,239587,162.06,0.14,-2.07,0.89,-0.43,NA,NA,NA,"8118001",1116.62,1438.67,1.29,0,172.41,1.49,"73",1405.15,1404.59,1,0.25,873.77,13.13,138.299,126.663,1.514,1.594,28.434,29.225,8.464,5.455,39.651,39.197
7340005,"07340005-8","POZO BELCO","RIO MAULE","Rio Perquilauquen Bajo (bajo Cauquenes y Longavi)",-35.824722,-72.193889,6031857,753498,162,-35.824722,-72.193889,6031857,753498,152.42,2.08,-10.81,0.11,-0.01,NA,NA,NA,"7357002",1175.98,1394.89,1.19,0.04,400.67,8.15,"73",1405.15,1404.59,1,0.25,873.77,13.13,109.861,90.691,1.648,1.809,23.069,26.656,13.124,4.092,61.9,60.738
7336008,"07336008-0","POZO CAUQUENES","RIO MAULE","Rio Perquilauquen Alto (bajo junta rio Cauquenes)",-36.003611,-72.298611,6012275,743486,145,-36.003611,-72.298611,6012275,743486,141.3,2.64,-13.23,0.13,-0.01,NA,NA,NA,"7339001",937.79,1286.86,1.37,0,248.74,7.23,"73",1405.15,1404.59,1,0.25,873.77,13.13,122.301,113.267,1.543,1.627,25.308,31.592,18.843,10.959,61.355,60.218
7400004,"07400004-5","POZO LAS CAÑAS","COSTERAS MAULE-LIMITE OCTAVA R.","Costeras entre Quebrada Honda y Rio Reloca",-35.417778,-72.434722,6077602,732915,248,-35.417778,-72.434722,6077602,732915,240.15,1.17,-2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74",1059.68,1165.8,1.1,0,288.32,10.69,137.618,113.463,1.419,1.625,35.276,33.166,28.982,9.862,55.736,56.663
7381004,"07381004-3","POZO LOS PUERCOS","RIO MAULE","Rio Maule Bajo (entre Rio Claro y Desembocadura)",-35.374722,-71.836944,6081704,242274,67,-35.374722,-71.836944,6081704,242274,62.93,2.81,-15.61,0.26,-0.02,NA,NA,NA,"7381001",801.36,1495.28,1.87,0,215.31,11.19,"73",1405.15,1404.59,1,0.25,873.77,13.13,132.566,117.656,1.562,1.668,21.237,20.821,9.452,6.092,43.676,44.893
7308004,"07308004-5","POZO MAULE ALTO","RIO MAULE","Rio Maule Alto (Hasta antes junta Rio Melado)",-35.711111,-71.063611,6046130,313322,536,-35.711111,-71.063611,6046130,313322,528.27,3.2,-22.12,NA,NA,NA,NA,NA,"7321002",1952.64,1322.29,0.68,0.59,2047.82,23.22,"73",1405.15,1404.59,1,0.25,873.77,13.13,185.716,166.035,1.096,1.212,15.566,21.934,100.996,56.458,54.596,55.172
7360001,"07360001-4","POZO MAULE BAJO","RIO MAULE","Rio Maule entre Rio Loncomilla y Rio Claro",-35.589167,-71.927778,6057671,234726,158,-35.589167,-71.927778,6057671,234726,124.42,13.17,-9.75,0.37,-0.04,NA,NA,NA,"7383001",1411,1404.83,1,0.26,892.18,13.32,"73",1405.15,1404.59,1,0.25,873.77,13.13,161.37,158.582,1.315,1.329,24.869,27.547,26.652,23.309,46.455,45.857
7377001,"07377001-7","POZO MAULE MEDIO NORTE","RIO MAULE","Rio Claro",-35.376944,-71.579722,6082098,265654,130,-35.376944,-71.579722,6082098,265654,121.87,0.91,-9.13,0.11,-0.01,NA,NA,NA,"7379001",1218.46,1455.89,1.19,0.1,564.81,9.11,"73",1405.15,1404.59,1,0.25,873.77,13.13,137.998,131.727,1.542,1.568,24.984,27.535,7.325,6.323,38.185,38.949
7430001,"07430001-4","POZO MOLCO","COSTERAS MAULE-LIMITE OCTAVA R.","Rio Curanilahue",-35.7575,-72.355,6039720,739142,310,-35.7575,-72.355,6039720,739142,307.23,5.53,-7.2,8.61,-1.19,NA,NA,NA,"7339001",937.79,1286.86,1.37,0,248.74,7.23,"74",1059.68,1165.8,1.1,0,288.32,10.69,175.443,162.375,1.225,1.314,29.139,31.27,36.953,21.676,42.373,41.444
7440001,"07440001-9","POZO PELLUHUE","COSTERAS MAULE-LIMITE OCTAVA R.","Costeras entre Rio Curanilahue y Estero Pullay",-35.805833,-72.522778,6034755,723834,165,-35.805833,-72.522778,6034755,723834,154.77,4.98,-2.86,0.12,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74",1059.68,1165.8,1.1,0,288.32,10.69,171.614,159.768,1.285,1.352,27.895,30.903,24.952,17.79,38.98,38.81
7200004,"07200004-8","POZO PLAYA JUNQUILLAR","COSTERAS MATAQUITO-MAULE","Rio Huenchullami",-35.249722,-72.069444,6095325,766642,69,-35.249722,-72.069444,6095325,766642,45.89,11,-6.74,1,-0.15,NA,NA,NA,"7200002",890.48,1424.57,1.6,0,286.02,13.7,"72",895.94,1342.71,1.5,0,232.16,11.71,138.46,132.371,1.493,1.534,22.369,23.813,13.27,11.619,47.353,47.371
7342003,"07342003-2","POZO PURAPEL","RIO MAULE","Rio Perquilauquen Bajo (bajo Cauquenes y Longavi)",-35.5775,-72.038611,6058874,768358,165,-35.5775,-72.038611,6058874,768358,156.11,2.62,-11.55,0.26,-0.02,NA,NA,NA,"7343001",876.08,1426.17,1.63,0,295.28,10.7,"73",1405.15,1404.59,1,0.25,873.77,13.13,123.981,107.611,1.624,1.716,21.135,26.764,7.283,3.74,44.173,43.838
8117011,"08117011-8","POZO CHILLAN en Escuela camino a Pinto","RIO ITATA","Rio Nuble Bajo (bajo junta E Pangue y Rio Itata)",-36.663889,-71.969722,5938295,234563,208,-36.663889,-71.969722,5938295,234563,205.21,1.82,-15.87,2.04,-0.13,NA,NA,NA,"8117001",1620.12,1348.95,0.83,0.1,541.73,7.47,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,185.666,169.592,1.273,1.385,33.143,30.955,21.379,13.46,25.266,25.797
8114002,"08114002-2","POZO COIHUECO en Internado Municipal","RIO ITATA","Rio Nuble Bajo (bajo junta E Pangue y Rio Itata)",-36.631389,-71.871667,5942172,243222,253,-36.631389,-71.871667,5942172,243222,249.62,0.71,-8.73,1.34,-0.15,NA,NA,NA,"8114001",1923.88,1340.19,0.7,0.07,604.7,11.03,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,215.218,200.964,1.173,1.211,25.621,29.232,37.983,29.187,24.547,25.512
8131003,"08131003-3","POZO EL CARMEN en calle Anibal Pinto","RIO ITATA","Rio Itata Medio (Entre Rio Renegado y Rio Nuble)",-36.9,-72.026111,5912076,764975,233,-36.9,-72.026111,5912076,764975,234.91,0.93,-15.47,0.59,-0.04,NA,NA,NA,"8132001",2011.62,1329.69,0.66,0.14,781.82,11.51,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,196.399,181.711,1.207,1.302,35.678,34.958,30.231,16.612,22.812,22.721
8144003,"08144003-4","POZO NINHUE en sector Coyanco","RIO ITATA","Rio Itata Bajo (Entre Rio Nuble y Desembocadura)",-36.395,-72.471667,5969265,726751,84,-36.395,-72.471667,5969265,726751,97.48,6.14,-2.43,0.99,-0.41,NA,NA,NA,"8144001",953.95,1338.89,1.4,0,175.64,7.7,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,148.719,162.983,1.4,1.277,25.255,29.537,19.074,30.299,47.756,47.125
8143000,"08143000-4","POZO PORTEZUELO en Sede Municipal","RIO ITATA","Rio Itata Bajo (Entre Rio Nuble y Desembocadura)",-36.503056,-72.363889,5957019,736092,81,-36.503056,-72.363889,5957019,736092,87.58,0.57,-11.18,0.93,-0.08,NA,NA,NA,"8144001",953.95,1338.89,1.4,0,175.64,7.7,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,138.213,122.46,1.505,1.638,29.903,26.603,9.293,4.64,39.559,38.523
8110002,"08110002-0","POZO SAN CARLOS en Escuela camino a Cachapoal","RIO ITATA","Rio Nuble Bajo (bajo junta E Pangue y Rio Itata)",-36.455556,-71.769444,5961944,251812,271,-36.455556,-71.769444,5961944,251812,276.1,0.61,-23.59,1.4,-0.06,NA,NA,NA,"8118001",1116.62,1438.67,1.29,0,172.41,1.49,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,231.475,210.117,1.076,1.187,26.788,27.047,62.51,34.788,24.076,24.675
8115003,"08115003-6","POZO SAN CARLOS en sector Ninquihue","RIO ITATA","Rio Nuble Bajo (bajo junta E Pangue y Rio Itata)",-36.498611,-72.049167,5956710,764293,126,-36.498611,-72.049167,5956710,764293,140.22,0.44,-4.1,0.55,-0.13,NA,NA,NA,"8118001",1116.62,1438.67,1.29,0,172.41,1.49,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,141.01,132.26,1.518,1.584,30.557,28.765,7.065,5.267,33.522,33.931
8106004,"08106004-5","POZO SAN FABIAN Camino a Puente Nahueltoro","RIO ITATA","Rio Nuble Alto (hasta bajo junta Estero Pangue)",-36.556111,-71.560556,5951311,270821,446,-36.556111,-71.560556,5951311,270821,453.3,1.03,-2.88,1.46,-0.51,NA,NA,NA,"8115001",2093.97,1370.16,0.65,0.23,1123.49,18.04,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,203.245,183.446,1.052,1.152,13.553,17.342,111.439,63.162,49.724,50.16
8140006,"08140006-7","POZO ÑIPAS en escuela sector Batuco","RIO ITATA","Rio Itata Bajo (Entre Rio Nuble y Desembocadura)",-36.570278,-72.6025,5950114,714524,36,-36.570278,-72.6025,5950114,714524,31.69,3.4,-5.39,0.43,-0.08,NA,NA,NA,"8141001",1647.88,1345.41,0.82,0.13,615.61,10.14,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,156.589,158.766,1.367,1.359,23.014,22.689,21.011,21.794,45.184,44.392
8140007,"08140007-5","POZO ÑIPAS en sector Cementerio","RIO ITATA","Rio Itata Bajo (Entre Rio Nuble y Desembocadura)",-36.623333,-72.526111,5944052,721223,53,-36.623333,-72.526111,5944052,721223,47.25,1.87,-14.46,0.46,-0.03,NA,NA,NA,"8141001",1647.88,1345.41,0.82,0.13,615.61,10.14,"81",1575.93,1336.18,0.85,0.12,577.2,10.23,138.387,127.155,1.488,1.579,15.828,19.251,18.396,10.623,49.173,48.508
