"cr2sub_id","dga_well_code","dga_well_name","dga_well_basin","dga_well_subbasin","dga_well_lat","dga_well_lon","dga_well_utm_north","dga_well_utm_east","dga_well_elev","cr2sub_lat","cr2sub_lon","cr2sub_utm_north_h19","cr2sub_utm_east_h19","cr2sub_elev","cr2sub_slp","cr2sub_mean_gwl","cr2sub_sd_gwl","cr2sub_cv_gwl","cr2sub_clean_mean_gwl","cr2sub_clean_sd_gwl","cr2sub_clean_cv_gwl","cr2sub_in_basin_camels","cr2sub_camels_pr_yr","cr2sub_camels_pet_yr","cr2sub_camels_aridity","cr2sub_camels_sf","cr2sub_camels_elev","cr2sub_camels_slp","cr2sub_in_basin_bna","cr2sub_bna_pr_yr","cr2sub_bna_pet_yr","cr2sub_bna_aridity","cr2sub_bna_sf","cr2sub_bna_elev","cr2sub_bna_slp","cr2sub_clsoilmap_awc_0_100cm","cr2sub_clsoilmap_awc_100_200cm","cr2sub_clsoilmap_bulkd_0_100cm","cr2sub_clsoilmap_bulkd_100_200cm","cr2sub_clsoilmap_clay_0_100cm","cr2sub_clsoilmap_clay_100_200cm","cr2sub_clsoilmap_ksat_0_100cm","cr2sub_clsoilmap_ksat_100_200cm","cr2sub_clsoilmap_sand_0_100cm","cr2sub_clsoilmap_sand_100_200cm"
4533005,"04533005-2","LLANOS DE CHINGAY","RIO LIMARI","Rio Huatulame (Muro Embalse Paloma)",-31.1675,-71.064722,6549947,303206,0,-31.1675,-71.064722,6549947,303206,955.19,14.47,-3.68,3.72,-1.01,NA,NA,NA,"4534001",343.48,2248.1,6.55,0.39,1766.92,17.23,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,122.862,120.221,1.574,1.589,22.703,17.387,12.187,14.043,55.306,56.671
4533006,"04533006-0","LLANOS DE CHINGAY","RIO LIMARI","Rio Huatulame (Muro Embalse Paloma)",-31.213611,-71.058333,6544890,303926,876,-31.213611,-71.058333,6544890,303926,861.79,1.54,-4.07,1.27,-0.31,-4.06,1.23,-0.3,"4534001",343.48,2248.1,6.55,0.39,1766.92,17.23,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,120.507,116.313,1.616,1.656,23.839,19.264,7.77,7.688,49.158,50.795
4524003,"04524003-7","MONTEPATRIA","RIO LIMARI","Rio Grande Medio (arriba junta Rapel y E Paloma)",-30.694722,-70.957778,6602608,312477,400,-30.694722,-70.957778,6602608,312477,418.29,3.75,-6.09,1.49,-0.24,-5.94,1.15,-0.19,"4540001",358.06,1927.66,5.38,0.47,2041.83,21.99,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,125.922,115.392,1.585,1.656,20.691,21.492,9.563,7.286,48.972,50.017
4400022,"04400022-9","NUEVA VIDA","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-30.085556,-71.24,6669608,284110,123,-30.085556,-71.24,6669608,284110,124.64,0.37,-20.06,9.05,-0.45,-19.9,8.92,-0.45,"4400001",119.68,1400.43,11.7,0,283.85,10.74,"44",152.19,1390.76,9.14,0.01,299.33,10.92,125.055,130.36,1.588,1.545,22.287,21.496,9.205,11.601,48.78,49.111
4400006,"04400006-7","NUEVA VIDA BARRIALES A - 1","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-30.070278,-71.265556,6671263,281617,107,-30.070278,-71.265556,6671263,281617,111.78,0.23,-16.78,17.87,-1.07,-15.63,16.56,-1.06,"4400001",119.68,1400.43,11.7,0,283.85,10.74,"44",152.19,1390.76,9.14,0.01,299.33,10.92,125.843,129.438,1.566,1.535,19.854,21.474,12.421,13.538,52.438,52.156
4400029,"04400029-6","TAMBILLOS","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-30.141667,-71.241667,6663346,284067,0,-30.141667,-71.241667,6663346,284067,142.69,7.94,-21.94,5,-0.23,-22.08,3.63,-0.16,NA,NA,NA,NA,NA,NA,NA,"44",152.19,1390.76,9.14,0.01,299.33,10.92,109.302,103.546,1.608,1.694,16.981,20.776,22.201,13.993,67.842,69.505
4323012,"04323012-3","TRANQUE PUCLARO","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-29.998889,-70.851389,6679846,321412,0,-29.998889,-70.851389,6679846,321412,466.09,7.9,-3.29,0.74,-0.23,-3.31,0.65,-0.2,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,146.325,145.815,1.414,1.413,22.767,26.852,19.071,17.53,49.375,48.539
4335008,"04335008-0","A.P. LA SERENA","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.894444,-71.243056,6690748,283396,0,-29.894444,-71.243056,6690748,283396,16.43,2.89,-1.2,1.2,-1.01,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,124.662,114.53,1.536,1.637,18.505,19.639,19.281,11.275,58.351,58.325
4335009,"04335009-9","A.P. LA SERENA","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.893889,-71.243056,6690810,283395,0,-29.893889,-71.243056,6690810,283395,15.85,2.04,-0.41,0.43,-1.05,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,124.913,115.07,1.537,1.635,18.53,19.632,18.83,11.22,57.952,57.916
4320007,"04320007-0","A.P. PERALILLO","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.113611,-70.66,6676449,340060,678,-30.113611,-70.66,6676449,340060,1668.91,30.87,-16.79,7.53,-0.45,-16.77,7.12,-0.42,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,138.353,134.358,1.505,1.537,25.083,21.76,10.269,10.268,43.871,45.546
4331007,"04331007-0","A.P. PIEDRA","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.925,-71.091111,6687638,298134,0,-29.925,-71.091111,6687638,298134,469.86,19.16,-9.96,0.5,-0.05,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,118.037,116.786,1.605,1.61,18.643,18.17,13.408,13.673,57.577,58.911
4331010,"04331010-0","A.P. PIEDRA C - 17","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.964444,-71.106111,6683275,296765,156,-29.964444,-71.106111,6683275,296765,161.33,3.42,-6.48,12.43,-1.92,-5.71,11.43,-2,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,120.914,119.905,1.576,1.577,18.043,19.313,15.58,15.805,57.516,59.068
4331006,"04331006-2","A.P. PIEDRA C - 3","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.963611,-71.091111,6683396,298227,171,-29.963611,-71.091111,6683396,298227,164.25,3.2,-4.09,1.54,-0.38,-3.98,1.18,-0.29,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,123.696,124.508,1.582,1.569,20.954,20.053,11.271,12.834,52.794,54.076
4320004,"04320004-6","ALGARROBAL","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-29.999167,-70.589167,6680246,346711,773,-29.999167,-70.589167,6680246,346711,771.62,3.19,-22.08,3.05,-0.14,-22.18,2.91,-0.13,"4320001",270.41,1659.99,6.14,0.6,3415.91,26.62,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,133.489,135.915,1.503,1.482,20.543,24.311,16.164,17.307,52.089,51.226
4331015,"04331015-1","ALGARROBITO","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.940278,-71.14,6685858,293445,0,-29.940278,-71.14,6685858,293445,108.68,0.77,-1.84,1.56,-0.85,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,126.705,120.584,1.513,1.573,18.242,19.129,20.773,15.639,58.826,58.935
4556003,"04556003-1","ASENTAMIENTO CAMPO LINDO","RIO LIMARI","Rio Limari",-30.730278,-71.356389,6597913,274372,190,-30.730278,-71.356389,6597913,274372,205.1,9.12,-1.76,0.99,-0.56,-1.7,0.27,-0.16,"4556001",200.16,1639.67,8.19,0.02,567.97,12.28,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,129.513,122.056,1.536,1.615,31.578,23.063,9.584,7.539,45.986,46.711
4522005,"04522005-2","ASENTAMIENTO CERRILLOS","RIO LIMARI","Rio Grande Medio (arriba junta Rapel y E Paloma)",-30.7125,-70.829722,6600818,324787,633,-30.7125,-70.829722,6600818,324787,633.82,4.78,-5.15,33.32,-6.47,-3.35,0.87,-0.26,"4522002",414.04,1854.13,4.48,0.57,2659.98,25.66,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,129.788,124.358,1.538,1.582,20.542,21.452,13.197,10.497,51.482,51.587
4714002,"04714002-1","ASENTAMIENTO EL TAMBO","RIO CHOAPA","Rio Choapa Medio (entre Rios Cuncumen e Illapel)",-31.785,-71.007778,6481635,309891,459,-31.785,-71.007778,6481635,309891,451.6,0.99,-3.79,0.82,-0.22,-3.77,0.66,-0.18,"4714001",362.72,1976.09,5.45,0.13,1248.04,19.8,"47",349.95,1780.62,5.09,0.42,1721.07,21.1,142.734,142.121,1.498,1.484,21.503,23.666,11.194,11.534,42.329,43.674
4331016,"04331016-K","ASENTAMIENTO GABRIELA MISTRAL","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.991667,-71.019444,6680373,305184,0,-29.991667,-71.019444,6680373,305184,269.95,2.42,-4.52,1.24,-0.28,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,125.856,121.601,1.557,1.577,20.841,20.091,12.912,13.735,53.89,55.908
4550005,"04550005-5","ASENTAMIENTO LAS VEGAS","RIO LIMARI","Rio Limari",-30.640833,-71.263056,6608032,283110,150,-30.640833,-71.263056,6608032,283110,166.58,1.62,-1.74,0.61,-0.35,-1.68,0.37,-0.22,"4558001",303.49,1858.55,6.12,0.4,1707.46,19.72,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,142.687,138.806,1.507,1.512,24.898,27.615,9.092,8.674,38.724,40.471
4537007,"04537007-0","ASENTAMIENTO LOS LITRES","RIO LIMARI","Rio Huatulame (Muro Embalse Paloma)",-30.784722,-70.934722,6592605,314861,0,-30.784722,-70.934722,6592605,314861,493.63,3.81,-6.17,3.41,-0.55,NA,NA,NA,"4540001",358.06,1927.66,5.38,0.47,2041.83,21.99,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,140.715,133.313,1.497,1.546,21.05,18.688,12.019,11.296,44.599,46.597
4323009,"04323009-3","ALMENDRAL","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-29.986667,-70.892222,6681173,317446,403,-29.986667,-70.892222,6681173,317446,405.36,5.28,-1.27,0.73,-0.57,-1.26,0.72,-0.57,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,119.728,118.737,1.626,1.651,22.835,17.674,7.493,8.516,48.95,48.794
4323010,"04323010-7","ALMENDRAL","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-29.966667,-70.880556,6683372,318539,0,-29.966667,-70.880556,6683372,318539,1061.98,22.18,-1.59,0.43,-0.27,NA,NA,NA,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,130.216,124.974,1.556,1.597,22.65,23.305,9.559,7.627,47.115,46.585
4331011,"04331011-9","ALTOVALSOL","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.923611,-71.093056,6687789,297943,0,-29.923611,-71.093056,6687789,297943,422.42,20.58,-0.29,0.27,-0.95,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,119.796,118.819,1.604,1.604,18.765,17.591,12.148,13.347,55.258,56.796
4522006,"04522006-0","ASENTAMIENTO ALBORADA JUNTAS","RIO LIMARI","Rio Grande Medio (arriba junta Rapel y E Paloma)",-30.711667,-70.877222,6600844,320248,500,-30.711667,-70.877222,6600844,320248,494.52,4.44,-2.05,0.58,-0.28,-2.03,0.56,-0.28,"4522002",414.04,1854.13,4.48,0.57,2659.98,25.66,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,131.901,129.027,1.519,1.538,20.189,21.371,14.508,13.032,51.815,52.323
4711005,"04711005-K","ASENTAMIENTO PANGUECILLOS","RIO CHOAPA","Rio Choapa Medio (entre Rios Cuncumen e Illapel)",-31.833889,-70.871944,6476460,322861,636,-31.833889,-70.871944,6476460,322861,635.11,1.06,-10.61,2.28,-0.22,-10.74,2.11,-0.2,"4711001",430.21,1729.94,4.02,0.67,2636.23,23.44,"47",349.95,1780.62,5.09,0.42,1721.07,21.1,134.909,128.653,1.517,1.518,23.679,22.273,11.707,16.304,47.089,56.112
4400003,"04400003-2","ASENTAMIENTO SANTA FILOMENA","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-30.045,-71.2525,6674085,282832,124,-30.045,-71.2525,6674085,282832,122.3,0.29,-16.88,6.38,-0.38,-16.5,5.79,-0.35,"4400001",119.68,1400.43,11.7,0,283.85,10.74,"44",152.19,1390.76,9.14,0.01,299.33,10.92,122.639,128.846,1.607,1.557,21.945,21.946,8.61,10.756,48.808,48.94
4537009,"04537009-7","ASENTAMIENTO SANTA ROSA","RIO LIMARI","Rio Huatulame (Muro Embalse Paloma)",-30.755556,-70.861111,6595958,321852,403,-30.755556,-70.861111,6595958,321852,599.87,10.02,-14.32,3.05,-0.21,NA,NA,NA,"4523001",403.81,1757.71,4.35,0.58,2543.55,25.7,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,126.576,125.964,1.537,1.541,21.864,19.999,15.056,15.707,56.21,56.335
4522004,"04522004-4","ASENTAMIENTO SOL DE PRADERA","RIO LIMARI","Rio Grande Medio (arriba junta Rapel y E Paloma)",-30.757778,-70.728056,6595972,334594,981,-30.757778,-70.728056,6595972,334594,969.35,4.16,-14.91,1.7,-0.11,-14.91,1.5,-0.1,"4522002",414.04,1854.13,4.48,0.57,2659.98,25.66,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,137.015,133.439,1.501,1.522,18.01,22.326,15.256,12.011,48.746,48.606
4400005,"04400005-9","ASENTAMIENTO TRIUNFO CAMPESINO","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-30.052778,-71.261111,6673162,281998,0,-30.052778,-71.261111,6673162,281998,119.1,0.81,-8.47,2.62,-0.31,NA,NA,NA,"4400001",119.68,1400.43,11.7,0,283.85,10.74,"44",152.19,1390.76,9.14,0.01,299.33,10.92,122.649,118.45,1.586,1.61,19.251,27.186,12.062,8.791,53.269,52.92
4320012,"04320012-7","ASENTAMIENTO VICTORIA","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.005556,-70.678333,6679364,338119,0,-30.005556,-70.678333,6679364,338119,825.16,8.84,-9.92,2.67,-0.27,-10.12,2.51,-0.25,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,128.082,131.422,1.552,1.529,24.079,23.317,10.827,12.78,50.206,49.779
4320010,"04320010-0","ASENTAMIENTO VICTORIA","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.030556,-70.717222,6676538,334409,0,-30.030556,-70.717222,6676538,334409,603.43,0.82,-8.38,5.47,-0.65,NA,NA,NA,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,137.133,128.737,1.502,1.558,27.854,25.238,9.808,8.766,44.151,47.328
4320011,"04320011-9","ASENTAMIENTO VICTORIA B - 13","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.031111,-70.743056,6676480,331918,575,-30.031111,-70.743056,6676480,331918,573.08,0.9,-4.09,3.14,-0.77,-3.79,2.35,-0.62,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,130.771,125.351,1.572,1.588,18.967,22.32,10.006,8.954,45.781,48.157
4335005,"04335005-6","CHDA. DE PEGNUELAS N 1 (LA PAMPA)","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.951111,-71.251389,6684451,282714,0,-29.951111,-71.251389,6684451,282714,75.94,9.35,-1.34,2.58,-1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44",152.19,1390.76,9.14,0.01,299.33,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4516004,"04516004-1","CHILECITO","RIO LIMARI","Rio Grande Alto (hasta arriba junta Rio Rapel)",-30.7575,-70.842222,6595834,323659,408,-30.7575,-70.842222,6595834,323659,559.18,8.25,-29.3,1.44,-0.05,-29.28,0.97,-0.03,"4523001",403.81,1757.71,4.35,0.58,2543.55,25.7,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,129.755,131.672,1.509,1.494,20.082,19.566,17.986,19.603,55.946,55.688
4532009,"04532009-K","COMBARBALA","RIO LIMARI","Rio Huatulame (Muro Embalse Paloma)",-31.175,-70.991667,6549244,310185,0,-31.175,-70.991667,6549244,310185,905.38,5.72,-1.16,0.34,-0.29,NA,NA,NA,"4534001",343.48,2248.1,6.55,0.39,1766.92,17.23,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,128.118,115.582,1.576,1.673,23.233,20.83,8.543,6.001,45.927,47.397
4314006,"04314006-K","ASENTAMNIENTO HURACAN","RIO ELQUI","Rio Claro",-29.988889,-70.586111,6681338,346989,0,-29.988889,-70.586111,6681338,346989,813.44,8.49,-6.1,0.78,-0.13,NA,NA,NA,"4320001",270.41,1659.99,6.14,0.6,3415.91,26.62,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,129.946,133.426,1.527,1.498,20.847,24.461,14.476,15.481,52.867,52.073
4553003,"04553003-5","BARRAZA","RIO LIMARI","Rio Limari",-30.655556,-71.483333,6605889,262031,0,-30.655556,-71.483333,6605889,262031,60.41,3.07,-1.68,0.27,-0.16,NA,NA,NA,"4558001",303.49,1858.55,6.12,0.4,1707.46,19.72,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,134.334,133.375,1.518,1.526,22.137,19.163,12.286,13.747,48.192,48.676
4553004,"04553004-3","BARRAZA","RIO LIMARI","Rio Limari",-30.652778,-71.490278,6606182,261359,0,-30.652778,-71.490278,6606182,261359,47.88,0.46,-2.46,0.42,-0.17,NA,NA,NA,"4558001",303.49,1858.55,6.12,0.4,1707.46,19.72,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,144.561,157.969,1.449,1.362,27.814,25.244,15.215,20.383,43.459,43.44
4553005,"04553005-1","BARRAZA","RIO LIMARI","Rio Limari",-30.661667,-71.493611,6605244,261062,78,-30.661667,-71.493611,6605244,261062,49.21,3.02,-3.18,0.64,-0.2,-3.13,0.54,-0.17,"4558001",303.49,1858.55,6.12,0.4,1707.46,19.72,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,134.594,135.941,1.522,1.523,23.959,19.023,11.645,13.733,46.261,46.971
4553006,"04553006-K","BARRAZA","RIO LIMARI","Rio Limari",-30.633889,-71.460556,6608339,264162,0,-30.633889,-71.460556,6608339,264162,64.9,2.45,-1.41,0.5,-0.36,NA,NA,NA,"4558001",303.49,1858.55,6.12,0.4,1707.46,19.72,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,128.545,126.486,1.578,1.607,20.971,16.04,9.246,10.526,46.432,46.902
4400011,"04400011-3","BARRIO INDUSTRIAL","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-29.967778,-71.265833,6682624,281366,110,-29.967778,-71.265833,6682624,281366,102.6,0.49,-40.15,11.87,-0.3,-39.79,11.64,-0.29,"4400001",119.68,1400.43,11.7,0,283.85,10.74,"44",152.19,1390.76,9.14,0.01,299.33,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4307001,"04307001-0","BOCALUME","RIO ELQUI","Rio Turbio",-29.856111,-70.500833,6696221,355023,1042,-29.856111,-70.500833,6696221,355023,1027.15,1.29,-34.8,11.05,-0.32,-35.43,10.24,-0.29,"4308001",259.38,1647.97,6.35,0.58,3526.59,26.09,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,133.554,131.503,1.516,1.534,17.513,19.341,15.906,14.462,50.371,50.272
4335010,"04335010-2","CALETA SAN PEDRO","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.880556,-71.262222,6692252,281514,0,-29.880556,-71.262222,6692252,281514,7.44,0.34,-1.68,1.24,-0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,126.686,122.566,1.475,1.533,14.405,17.734,31.222,21.617,61.143,61.043
4553008,"04553008-6","CANAL TABALI","RIO LIMARI","Rio Limari",-30.632222,-71.424167,6608638,267670,81,-30.632222,-71.424167,6608638,267670,80.79,0.63,-2.28,0.6,-0.26,-2.25,0.54,-0.24,"4558001",303.49,1858.55,6.12,0.4,1707.46,19.72,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,137.183,138.365,1.502,1.5,22.441,19.228,12.569,13.9,47.182,47.384
4320006,"04320006-2","DIAGUITAS","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.024722,-70.634444,6677337,342379,680,-30.024722,-70.634444,6677337,342379,700.5,1.28,-22.63,7.73,-0.34,-22.66,7.7,-0.34,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,128.879,140.724,1.548,1.449,20.557,24.7,13.146,18.536,51.027,50.347
4323011,"04323011-5","EL MOLLE","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-29.980278,-70.954722,6681792,311416,350,-29.980278,-70.954722,6681792,311416,343.09,1.09,-2.95,0.55,-0.19,-2.93,0.35,-0.12,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,125.661,125.063,1.581,1.591,22.138,19.682,9.355,9.903,49.339,49.539
4331013,"04331013-5","EL ROSARIO","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.988889,-71.061667,6680664,301109,222,-29.988889,-71.061667,6680664,301109,226.67,4.25,-4.57,0.96,-0.21,-4.55,0.9,-0.2,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,125.07,120.06,1.574,1.602,20.998,21.406,11.387,11.172,52.529,55.275
4400025,"04400025-3","EL SAUCE 2","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-30.104722,-71.276389,6667414,280643,130,-30.104722,-71.276389,6667414,280643,123.79,4.1,-35.63,10.19,-0.29,-35.83,10.2,-0.28,NA,NA,NA,NA,NA,NA,NA,"44",152.19,1390.76,9.14,0.01,299.33,10.92,121.971,120.044,1.584,1.596,19.449,22.836,12.979,11.388,54.513,54.543
4321002,"04321002-5","EL TAMBO B - 9","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.035833,-70.7425,6675974,331984,595,-30.035833,-70.7425,6675974,331984,575.16,0.98,-9.17,4.18,-0.46,-8.98,3.59,-0.4,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,132.908,137.276,1.54,1.484,21.322,24.589,11.367,15.309,46.984,48.698
4331012,"04331012-7","GABRIELA MISTRAL","RIO ELQUI","Rio Elqui Bajo (entre Q. El Arrayan y Desemb)",-29.927778,-71.011111,6687468,305864,0,-29.927778,-71.011111,6687468,305864,769,14.63,-3.57,1.7,-0.48,NA,NA,NA,"4335001",233.7,1794.93,7.68,0.49,2536.35,23.8,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,120.393,111.549,1.569,1.638,14.774,11.861,18.466,16.68,58.052,58.996
4321005,"04321005-K","GUALLIGAUAYCA","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.025,-70.8,6677031,326415,0,-30.025,-70.8,6677031,326415,514.47,1.33,-8.09,1.08,-0.13,-8.26,0.59,-0.07,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,132.179,131.43,1.559,1.549,19.653,20.137,10.242,11.196,45.621,47.703
4320015,"04320015-1","HACIENDA HUANCARA B - 2","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.033889,-70.735,6676177,332699,583,-30.033889,-70.735,6676177,332699,583.66,0.58,-4.69,3.32,-0.71,-4.46,2.6,-0.58,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,135.402,130.005,1.53,1.558,20.746,21.114,10.993,10.554,45.765,47.631
4320016,"04320016-K","HACIENDA HUANCARA B - 8","RIO ELQUI","Rio Elqui Medio (Jta Turbio, Claro y Q El Arrayan)",-30.032222,-70.725,6676401,333668,595,-30.032222,-70.725,6676401,333668,597.57,0.7,-11.04,4.63,-0.42,-10.94,4.41,-0.4,"4323001",261.84,1732.83,6.62,0.57,3137.51,26.15,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,145.483,147.471,1.461,1.438,25.676,23.496,11.966,15.298,42.02,44.603
4524004,"04524004-5","EMBALSE LA PALOMA","RIO LIMARI","Rio Grande Medio (arriba junta Rapel y E Paloma)",-30.700833,-71.030556,6601801,305518,317,-30.700833,-71.030556,6601801,305518,347,7.77,-1.01,1.5,-1.49,-0.93,1.43,-1.54,"4540001",358.06,1927.66,5.38,0.47,2041.83,21.99,"45",300.86,1847.09,6.14,0.4,1670.45,19.56,130.082,116.285,1.535,1.641,21.95,20.661,13.783,8.676,51.176,53.457
4400038,"04400038-5","ENDESA S-E PAN DE AZUCAR","COSTERAS R.ELQUI-R.LIMARI","Costeras entre E. El Culebron y Q. El Romeral",-29.973056,-71.276944,6682018,280295,92,-29.973056,-71.276944,6682018,280295,95.39,0.39,-14.42,4.12,-0.29,-14.6,3.54,-0.24,"4400001",119.68,1400.43,11.7,0,283.85,10.74,"44",152.19,1390.76,9.14,0.01,299.33,10.92,134.434,136.529,1.54,1.511,16.243,21.498,13.583,11.76,46.713,47.013
4308005,"04308005-9","ESCUELA RIVADAVIA","RIO ELQUI","Rio Turbio",-29.980556,-70.561944,6682342,349321,812,-29.980556,-70.561944,6682342,349321,804.25,4.96,-3.04,1.01,-0.33,-3.06,0.99,-0.32,"4320001",270.41,1659.99,6.14,0.6,3415.91,26.62,"43",227.71,1774.77,7.79,0.48,2455.83,23.43,137.691,136.226,1.466,1.482,21.194,22.338,18.415,17.589,52.153,51.485
