"date","year","month","day","010","011","012","013","014","015","016","017","018","020","021","022","023","024","025","026","027","028","029","030","031","032","033","034","035","036","037","038","039","040","041","042","043","044","045","046","047","048","049","050","051","052","053","054","055","056","057","058","060","061","070","071","072","073","074","080","081","082","083","084","085","086","087","088","089","090","091","092","093","094","095","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129"
1960-01-01,1960,1,1,75.79,14.69327,56.54166,28.22348,14.80215,28.13179,20.21072,20.08465,6.82184,68.23019,15.75334,6.36499,74.70843,65.67584,32.77778,7.2915,1.58087,1.10561,2.1199,10.60153,0.32524,0.18707,1.53976,1.69517,3.65612,1.20536,2.80398,8.45702,3.99111,4.29614,0.72016,11.18706,10.83644,12.35192,6.78478,7.865,8.93555,9.63683,10.07339,12.0416,14.79811,23.37505,32.31741,28.90695,33.92074,NA,38.4176,44.76123,51.27031,42.56583,43.50528,54.52081,49.45246,59.14673,67.62679,67.43739,74.71148,82.40052,89.27886,97.55775,95.7921,72.01642,89.58421,85.5085,85.45736,94.39025,83.65562,76.60057,71.54375,108.88545,111.57832,111.2368,115.62292,129.09479,107.94415,127.44228,120.45546,125.67335,119.73558,128.98391,119.09382,116.3425,117.7007,113.79775,96.01686,101.2333,93.37688,91.04245,60.07453,91.31866,70.221,52.19049,80.85303,75.51042,77.30734,84.54063,70.80054,45.33104,67.37438,68.11125,77.88686
1960-02-01,1960,2,1,56.53673,19.52446,57.21559,30.88657,13.68907,19.65221,13.32787,10.80207,5.86063,42.60883,8.45546,3.7862,41.64989,36.80768,20.12167,3.13235,0.74296,0.36717,1.62779,11.95773,1.2704,1.0712,1.25679,2.88275,3.48901,0.97583,2.49279,8.00936,2.97678,2.71029,1.47022,9.173,8.02765,9.23508,3.7808,5.72994,4.09746,6.42563,6.73216,8.3118,8.94628,14.54388,24.60371,20.05081,25.13325,NA,25.66804,32.60649,33.2967,29.49302,30.50376,34.12557,32.66443,38.50466,47.11902,44.08722,49.15912,53.45163,59.58376,67.87431,61.1201,46.94721,57.70494,55.31827,54.66214,64.0585,54.61895,53.84639,48.59325,80.54273,80.72418,80.94673,86.98601,98.86164,81.31528,98.80127,91.28206,104.11347,101.52285,107.19553,102.62933,97.91143,100.55366,100.93211,80.58741,87.46428,77.93322,79.48368,54.16177,79.30937,61.4824,43.99012,67.68879,60.63249,61.19595,67.73959,56.16448,35.19202,51.4418,52.94283,57.43395
1960-03-01,1960,3,1,28.69271,10.14477,31.96134,16.37649,8.79398,11.1465,7.7466,5.24186,5.85299,16.46897,2.958,2.80263,14.80048,12.11653,10.04748,1.77945,0.39834,0.06739,1.26129,5.89317,0.24432,0.29255,1.12768,1.63527,3.06779,0.50003,2.30578,4.93842,2.65176,2.37529,0.64672,8.19741,4.34736,7.88581,2.3072,4.77786,2.65816,4.70058,4.90539,5.9722,6.25355,10.41113,18.82982,13.90908,19.1634,NA,17.90411,25.9593,23.15637,23.18283,24.1554,26.46041,26.28402,30.40902,39.92973,37.8253,40.53651,44.17637,49.87436,55.43469,50.23194,40.67608,47.31951,45.0602,49.12209,59.94725,46.87402,49.103,43.37075,63.67393,66.42436,66.53747,68.50294,81.88536,66.64497,76.18268,78.42727,78.48942,75.55592,83.40831,77.59638,74.01534,75.27159,76.95692,57.50444,66.38847,53.88835,59.09745,39.18517,60.26904,43.5578,35.10681,56.63437,45.52938,51.88223,54.24513,44.03266,26.762,40.95788,40.63095,41.59187
1960-04-01,1960,4,1,11.50603,2.95042,11.99911,5.24642,3.7831,3.50419,2.5374,1.72427,4.0774,6.66533,1.18681,1.85857,5.27166,4.97317,6.36874,1.35038,0.30309,0.0187,0.92421,3.36439,0.04791,0.12394,0.74355,0.8495,2.14801,0.20248,1.70263,2.16796,1.92211,1.60529,0.1521,5.596,1.6867,5.26143,1.66448,3.45125,1.72043,3.15842,3.34332,3.8551,4.18705,6.88803,12.45812,10.72052,12.44058,NA,17.18096,17.1187,22.32071,18.54013,21.78884,31.98835,23.1725,33.50073,29.22934,29.26835,36.9019,33.8095,42.78975,41.22263,39.25612,33.57717,36.20336,35.529,36.72255,44.80975,37.56736,39.05991,37.7495,45.45663,45.46439,45.71483,45.26678,58.12588,45.60908,52.00614,48.92987,49.87409,46.97345,50.57259,51.26958,43.70868,42.06679,45.17669,36.18167,36.95297,33.08415,32.7944,23.70807,34.58095,29.2872,21.58331,35.13609,29.56065,32.09977,32.29916,29.157,21.73771,23.70588,27.34839,26.07913
1960-05-01,1960,5,1,5.60241,1.70596,5.03759,1.99436,2.31718,1.57082,1.15676,0.80734,3.56086,4.58558,0.79959,1.68002,3.6745,3.80825,4.74139,1.12054,0.27599,0.03557,0.91027,2.53193,0.04294,0.16508,0.76997,1.04204,1.74374,0.31885,1.44855,2.07798,1.65081,1.13971,0.17531,4.45382,1.33579,4.19202,1.33352,2.54111,1.67802,2.14546,2.3551,2.4447,3.16745,5.49787,8.25506,8.46505,8.56872,NA,14.19285,13.6033,19.54711,14.23551,15.42676,24.66573,17.67787,26.60553,27.17422,28.08935,31.23538,30.83137,31.84615,33.83906,32.7268,29.32579,31.90967,31.6347,31.66277,40.8665,31.60553,34.8003,33.686,35.63595,34.68004,35.0483,32.69149,38.66548,31.9738,34.68032,30.45833,30.95935,27.27496,30.63632,31.82862,24.90019,25.33383,27.32183,21.11033,21.41818,19.5545,19.62703,14.12939,21.2235,17.7448,14.48173,22.53856,16.66001,21.51449,18.36763,18.55198,14.15156,13.94799,16.1507,14.80491
1960-06-01,1960,6,1,4.06776,8.67423,4.60004,2.78211,2.26819,1.27401,0.9515,1.03534,3.7247,5.10018,1.32468,2.56665,5.38073,5.80218,4.74468,2.71143,0.44231,0.70861,1.8914,11.15387,3.23415,4.90235,4.08999,13.1641,5.69683,16.078,12.76701,19.62887,17.62551,9.86471,22.18073,15.67324,18.6125,16.49594,18.96464,14.10656,19.78379,15.03885,19.085,17.39,23.77859,24.13611,22.31006,30.0569,28.2404,NA,32.19453,31.75598,35.7213,33.13428,32.6844,37.42632,32.75624,33.85244,35.07739,33.12061,32.92664,32.34989,28.60007,32.79706,29.20898,26.93004,27.90939,29.8351,29.36145,39.98,27.20149,32.36691,32.033,25.9534,27.36068,28.3203,23.81014,28.35155,23.38664,24.05147,17.11053,18.82451,15.23851,19.0065,22.43022,13.28253,15.46947,19.10875,11.69429,13.61019,12.37545,12.46297,9.45633,14.55286,12.7734,10.96007,16.07852,11.97245,16.02725,12.36806,11.31168,8.62282,9.57945,10.77286,11.29334
1960-07-01,1960,7,1,7.73751,4.90969,5.92733,2.38225,2.19321,2.06461,1.74832,2.67843,5.25081,8.76467,3.05238,2.73585,7.80084,9.18628,5.72202,2.77577,0.49657,0.42263,2.35633,18.04337,4.12084,6.97895,4.74737,25.61128,8.08462,24.95875,22.56724,36.17748,31.9071,19.54329,40.10493,31.16518,37.88973,31.33542,40.29859,28.01497,35.96146,29.77204,34.02858,26.1333,37.03076,34.66472,28.32812,33.49887,30.75874,NA,29.49094,31.29712,31.27023,29.2851,29.07812,31.21546,29.51885,29.31948,33.42404,33.73174,32.26025,34.56976,30.53162,35.98494,31.60169,29.79575,31.35482,32.59027,30.97961,41.38725,30.00941,34.22478,33.75425,29.2641,29.50607,30.29573,26.1631,30.25358,25.34542,26.35731,18.7458,21.33144,17.87802,21.06219,25.50049,16.14049,18.53442,22.57816,15.51704,16.68907,16.20031,15.61115,13.13499,16.8498,15.6766,14.43501,19.10521,16.47838,19.04229,16.01248,16.1896,13.45182,12.07983,14.06875,13.69422
1960-08-01,1960,8,1,5.74957,2.80365,7.2006,2.02892,2.28712,1.79068,1.00486,1.22313,3.98638,5.39515,1.30154,2.54355,6.52403,7.39555,6.06631,2.90252,1.42954,0.50545,1.58459,10.83596,1.14627,2.15152,2.03143,12.65695,4.97212,7.76257,10.66593,20.66954,16.53093,15.92157,18.86712,25.53182,26.90194,24.86288,32.46218,20.4471,30.92,24.38394,27.12177,21.8304,30.72424,30.42157,28.16921,34.72523,32.73927,NA,34.82217,40.77309,37.38127,35.96531,36.71872,38.27634,37.49763,39.3959,43.03879,43.45761,43.16105,46.73929,39.30897,47.89837,43.88378,37.36687,41.04076,42.02673,41.98009,52.75425,40.21312,46.22922,45.61875,40.99143,43.05514,43.5837,39.02784,46.12252,37.40044,39.72645,29.22623,33.85247,29.16276,33.48519,41.39105,27.0799,29.9905,37.62743,26.07672,27.34778,25.04177,24.63862,18.82358,27.5481,19.5196,18.55972,28.83009,23.14844,29.80544,23.69346,23.25393,18.3759,20.16175,21.03496,20.00063
1960-09-01,1960,9,1,5.72972,1.18246,5.11622,1.41014,2.11974,1.76352,0.9704,1.35248,3.91095,6.77968,1.37689,2.4345,7.0436,7.14743,7.37538,2.25194,0.6006,0.13345,1.32484,7.73312,0.55117,0.9479,1.45499,7.10231,3.86591,3.65377,5.76587,12.48132,9.52476,13.48029,9.88993,23.437,17.82386,22.5907,23.36747,18.26097,26.26669,23.16067,24.20494,21.5007,27.52529,31.20899,33.30571,32.12138,37.69974,NA,39.51617,49.94651,46.93465,45.83378,47.71288,48.98427,49.77159,50.98064,53.13287,50.78935,55.70426,58.99302,54.74003,61.28081,60.33804,47.67692,54.50582,54.4211,52.83723,59.017,54.63052,55.734,56.60125,59.82082,61.25154,62.5509,60.30919,64.69615,58.2292,59.83262,48.16871,52.38573,47.26283,52.11587,58.8988,43.99861,47.54334,54.29262,42.24349,43.38946,39.00412,40.02279,27.86646,42.45128,25.8166,25.44226,40.7761,33.76674,41.65493,36.48774,35.11641,26.90487,31.4768,31.86299,30.9789
