"Index","010","011","012","013","014","015","016","017","018","020","021","022","023","024","025","026","027","028","029","030","031","032","033","034","035","036","037","038","039","040","041","042","043","044","045","046","047","048","049","050","051","052","053","054","055","056","057","058","060","061","070","071","072","073","074","080","081","082","083","084","085","086","087","088","089","090","091","092","093","094","095","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129"
"1960-10-01",3.9004,0,4.1669,0.1356,0.0304,0.2471,0.2406,0.061,0.0073,1.0572,0.3373,0.3746,3.653,2.1137,0.8024,1.7414,0.1676,0.0245,0.1463,2.5906,0.9389,1.17,0.0639,3.6833,0,0.9591,0.0423,4.3694,0.5507,0,1.7504,0,8.8271,0,8.5121,0,3.0835,0.1437,0.2397,0,2.6468,3.3189,0.6359,10.1291,8.8461,NA,26.0935,18.0714,49.3561,31.8989,40.3248,83.3853,48.5189,86.9182,55.7912,61.4496,94.0822,69.5774,129.5549,92.99,129.6031,83.5392,108.8521,102.0046,116.4145,109.0025,125.8769,90.9613,100.7625,194.828,151.6182,169.5363,208.5306,261.283,225.1856,254.2633,374.8508,458.0581,443.1656,561.569,239.3019,446.2201,437.5948,317.8124,236.2973,405.8784,223.811,313.6064,283.09,399.454,122.0483,353.6165,336.9501,154.433,238.1585,131.2073,58.1369,99.5745,152.8912,68.8906,70.9331
"1960-11-01",19.2024,2.5354,23.4618,7.1867,2.2207,3.2058,1.3856,0.3369,0,3.2712,0.0757,0,1.7392,1.4357,0.1591,0.0737,0,0,0,0.0879,0,0,0,0.143,0,0.1094,0,0.5781,0,0,0.0323,0,0.5664,0.0114,0.3488,0.5014,3.1716,0.2681,0.7348,0.522,3.1949,5.8845,1.5374,10.119,0.9184,NA,16.3117,4.6763,25.502,4.7458,3.5464,33.7306,5.2889,28.3386,9.6585,12.3274,17.7896,10.4982,27.4003,8.2269,11.4788,7.4092,10.7512,13.5011,12.5489,18.38,25.735,13.4009,12.6475,41.9123,22.0771,23.751,37.0452,46.0812,43.8612,55.7468,77.4661,138.0916,136.0999,227.7195,74.161,167.0551,216.7954,157.9438,125.8553,300.6951,176.8424,320.7963,308.644,363.1949,176.4467,394.1038,315.2891,221.5956,244.0777,163.0802,52.366,106.17,153.163,74.2582,81.232
"1960-12-01",55.4477,17.6527,55.5109,25.7772,10.2883,22.333,15.1276,12.2004,0.016,24.7823,3.7693,0,9.6554,3.4083,0.9278,0.2486,0.0019,0,0.0983,10.3326,0.6122,0.5211,0,2.5697,0,0.4294,0,8.9157,0.0045,0,0.332,0,3.5307,0,1.1756,0,0.5149,0,0,0,0.1288,0.1747,0,0.5265,0,NA,1.3074,0,2.6863,0.2781,0.3408,5.3743,3.4035,6.5975,5.9809,7.2178,11.2879,11.2898,27.5075,15.6412,23.2194,18.5879,22.8388,18.7283,26.2198,34.805,30.6971,27.2935,29.19,64.5082,50.1775,55.0267,74.4224,85.7552,85.3733,96.0212,139.802,182.7085,144.9819,254.1391,84.4469,154.6888,202.3001,182.9984,93.8316,281.4984,99.7631,214.4336,175.1361,309.175,71.9283,323.3423,295.0391,197.4817,247.6816,163.0602,70.6054,92.7435,149.33,91.3199,82.346
"1961-01-01",110.5966,49.6873,117.299,77.6806,30.0956,60.2669,34.3529,30.7534,1.0866,101.9278,34.335,7.3979,95.8438,100.3175,62.8133,28.8794,5.8188,3.028,3.3485,29.8963,3.3957,2.4502,1.1407,3.5129,0,1.9695,0.0237,6.1849,1.028,0.26,2.3842,0.38,5.7552,0.0437,3.4373,0.3751,2.9372,0.0294,0,0.585,1.0341,1.418,0.4432,6.4043,0.0235,NA,10.9037,0.0956,11.4373,5.0892,13.9808,24.4312,15.3107,29.7227,15.5606,18.3048,41.4055,32.7721,90.35,57.7788,77.8553,49.5758,67.2315,60.2704,77.7298,83.0325,91.7272,60.7391,72.3925,183.1981,118.845,128.7893,186.6869,214.0542,212.0348,253.8703,385.9369,509.6615,445.3713,613.3853,191.8494,414.6565,414.4618,260.0273,227.4234,407.8048,215.8796,339.0056,271.3441,378.6725,132.6967,390.0278,338.2418,232.9743,275.019,183.4445,84.5188,119.9332,192.4259,114.9144,97.2301
"1961-02-01",81.1087,31.07,88.1657,55.6978,24.0544,43.2606,24.6362,17.3577,0.1481,49.2677,8.6714,2.9082,21.9183,17.3244,8.3838,3.3717,0.4902,1.4704,1.8389,2.8845,1.4378,0.5489,0.0207,0.533,0,0.8397,0.0354,3.9217,0.0551,0,3.2728,0,10.2848,0,5.9826,0,4.8577,0,0,0,1.8776,1.5941,0,5.242,0,NA,2.8467,0,2.9711,0,0,3.7655,0,1.7469,0,0,0.2791,0,3.2825,0.5644,2.0043,0.0408,0.9742,0.2926,1.5955,4.105,3.9935,1.9652,2.935,14.3022,8.3821,10.1187,22.0045,32.8203,36.6414,50.1009,69.1057,117.2833,115.7759,208.6786,72.8219,143.2489,204.7018,181.9111,104.429,291.5463,124.7933,240.2418,195.9669,323.7997,94.4375,291.8951,264.2083,143.6929,229.8316,132.6499,53.4092,76.0976,149.0822,84.3257,72.7931
"1961-03-01",38.963,7.1662,44.2109,15.9796,5.8221,11.443,6.7328,3.2958,0,12.7987,1.0524,0.0454,2.3919,0.3987,0.7343,0.0573,0.0449,0.6238,1.0713,1.7644,0.708,1.4864,1.0545,1.2413,0.3368,2.4616,3.5623,2.5292,5.122,1.5057,3.0763,2.6171,1.9096,2.801,1.3475,2.807,0.9382,1.6669,1.4319,0.855,0.3992,0.0157,0.7588,2.8263,0.6317,NA,11.8467,6.8526,25.0858,20.4978,22.9928,56.4559,34.3015,77.5161,66.4323,88.6196,116.2214,114.2195,151.9136,124.88,147.5298,100.2154,113.4561,87.2097,82.1579,88.855,111.9417,88.1409,107.9625,175.6226,162.2443,181.455,203.7587,270.8364,196.415,210.1024,278.8443,361.7568,343.7608,474.9365,244.9608,348.7184,393.16,338.5532,232.7328,427.1292,246.2564,339.34,294.1178,390.8621,168.3975,370.515,339.7199,218.3166,328.2331,206.1169,69.1783,107.759,223.6148,112.3528,111.5815
"1961-04-01",1.5955,0,1.8148,0.02,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0.0106,0.4102,0.0859,0.019,0,0.7369,0,0.8402,0.0245,1.9835,0.8279,0,1.6541,0,5.6825,0,5.4472,0,1.487,0,0,0,0.3072,0.382,0,1.7973,0.0011,NA,4.7284,2.894,16.4515,4.5372,4.4468,24.1454,5.4887,19.4827,9.3217,11.3296,24.5771,16.0605,57.7381,25.7644,44.431,33.6438,47.463,50.2616,64.1796,71.67,78.8798,56.673,59.9925,135.3068,84.1307,94.0283,140.5535,161.7936,168.4503,197.8573,284.0594,382.175,301.6899,431.6627,153.5487,269.3576,281.5961,209.0601,123.4585,317.4264,138.2235,283.873,259.7854,345.3202,131.3817,407.6962,339.6793,258.6272,262.7784,170.1556,60.197,109.286,163.7768,89.8422,103.1742
"1961-05-01",1.1505,1,2.769,0.1521,0.0109,0.0198,0.0022,0.0153,1.0463,0.8573,0.5611,2.0125,0.818,1.4227,0.3995,0.9715,0.2538,0.2875,0.1599,0.6055,0.1178,0.0391,0,0.1238,0,0,0,0.093,0,0,0,0,0.1271,0.3837,1.011,0,4.0216,0,0,0,2.1628,2.7967,3.8897,17.345,15.7781,NA,56.2806,35.1528,111.4591,58.2848,83.6392,163.6354,116.0559,213.9104,131.7046,117.3126,218.4798,137.0637,286.1312,212.3619,306.8488,193.5792,238.7148,181.45,187.8193,177.3775,224.6301,148.0774,172.5025,335.3688,258.8839,299.2543,341.9898,485.7888,330.0766,308.7433,363.6098,377.6869,315.4505,408.6676,243.2874,290.291,324.1902,278.9018,178.8897,341.6797,191.1565,232.3975,210.769,290.0874,100.1308,318.4976,249.398,186.0346,193.8828,132.6344,42.555,79.3466,167.0031,84.9706,118.0742
"1961-06-01",4.3352,26.9577,8.2232,9.6957,2.8831,1.7221,2.1635,0.7121,3.9166,0.6616,0.5146,5.9361,8.8825,13.8747,2.7427,3.3828,0.2974,0.2509,0.2384,9.381,0.3429,1.3845,2.899,11.5775,4.2677,5.9991,5.2835,12.3929,6.8135,7.93,13.621,15.4688,30.4961,41.1528,60.2723,69.4273,79.3023,94.7556,103.1319,102.994,105.6192,111.5099,132.9491,112.964,151.9587,NA,150.9095,140.0435,195.1402,139.2114,145.3024,221.6153,171.1274,210.6923,204.5361,229.6674,260.3319,252.8956,357.3276,289.5694,391.8784,251.1488,312.0321,256.5247,244.6057,206.2225,280.7352,163.4117,184.8225,397.0099,285.0543,336.0527,410.548,541.7439,389.3575,384.4835,587.8401,585.6135,543.4315,608.3687,304.0891,479.0028,451.2909,343.4406,287.5237,384.7271,236.9633,305.0462,294.6465,392.7753,186.2142,350.7774,317.7985,160.5089,235.7687,125.1191,48.331,93.2239,173.2509,77.6302,87.0378
"1961-07-01",0.8575,0.0062,0.5166,0.0354,0,0.1315,0.1838,0.0698,0.0926,0.759,0.0753,0.2686,0.147,0.0763,0.0034,0.0033,0,0.0042,0.0121,0.2698,0,0,0,1.388,0.0371,1.4561,3.2413,5.5657,8.7141,8.8143,7.1757,11.2941,13.7398,24.3621,29.0461,52.1725,43.2178,58.5671,62.1097,54.314,54.4481,57.4252,65.72,68.1793,83.5866,NA,93.011,108.6628,145.6858,126.3754,127.6008,196.2064,154.5089,186.8887,181.7074,190.6548,214.5562,223.3124,307.7919,292.8263,419.1416,259.3542,327.3779,261.0103,249.4977,227.9575,268.5708,177.5735,211.3575,421.5991,324.8461,375.9613,455.6923,562.6773,389.9129,349.6064,441.1327,442.2553,346.3579,401.8531,262.7401,265.1831,248.2158,219.4824,128.0084,202.7442,110.395,148.0194,124.0063,210.5966,67.1042,176.9856,174.6811,103.3439,131.4989,81.6327,47.8868,57.2505,99.7447,64.2681,63.4188
"1961-08-01",0.0717,0,0,0,0,0,0,0.1415,0.0053,0.0011,0.2582,0.1701,2.485,3.2953,1.3071,1.8075,0.9345,1.6504,2.2333,5.0674,5.5038,7.3063,3.7316,13.5236,5.2734,10.4822,10.4377,22.6302,11.0282,6.3357,17.8888,9.5618,31.2351,11.6213,27.7528,24.4124,47.4167,51.9735,61.0723,69.063,62.5217,69.3117,84.7144,85.6041,101.2231,NA,131.811,121.4509,181.0794,141.0365,150.386,230.4405,176.1104,247.2754,204.64,208.837,259.2159,216.9361,301.1625,279.025,400.46,253.8371,319.4767,252.4256,263.76,244.7825,251.9804,196.9852,218.65,356.6687,317.2596,358.4973,400.2952,520.3864,350.6584,334.072,426.2486,464.6256,411.2103,495.9137,287.411,346.679,309.7764,253.4101,146.1959,238.9904,124.9581,142.3004,132.601,232.9141,60.2392,198.5,217.4684,130.5483,164.3965,116.6002,74.7685,80.5819,100.454,90.0077,81.2549
"1961-09-01",7.267,0,3.7121,0.4254,0.1252,0.6463,0.8435,1.4692,0,2.8933,0.5183,0.0048,3.4057,3.3618,0.5873,0.4387,0.0575,0.004,0.0986,4.4831,1.1108,1.0221,0.2363,2.2727,0,0.1813,0,0.4487,0.0647,1.1486,0.6269,1.6853,3.0511,0.1567,6.854,4.004,18.045,13.7604,20.7139,19.063,31.8745,37.5425,33.5468,52.6003,49.3721,NA,125.4565,67.2419,185.3858,101.0285,114.2336,254.3855,134.4598,251.2212,139.4559,133.277,250.5899,146.399,276.6517,164.7862,215.6727,147.8454,183.4918,166.5607,179.6504,163.1475,211.3326,135.5652,148.9325,306.9014,204.0904,223.3243,287.5233,308.4503,278.3861,284.5839,398.1209,425.6936,347.8178,429.3172,219.0524,310.966,306.0162,227.3413,155.0643,289.032,149.9033,217.1689,167.9886,261.9636,79.4017,233.5674,209.9441,129.8698,184.5053,126.783,50.2031,59.1008,151.3742,77.7736,72.1093
"1961-10-01",5.0779,0,3.6974,0.274,0.0074,0.2071,0.3446,0.2512,0,1.2703,0.0827,0.1499,1.9851,0.4069,0.0567,0.8084,0,0,0,0.1911,0,0,0,0.3136,0,0.1348,0,1.0439,0,0,0.4036,0,4.0415,0,3.6109,0,3.392,0.0723,0.1271,0,3.6157,4.9511,0,5.0074,0.1809,NA,10.6582,0.084,9.5638,0,0,15.6981,0,7.8507,0.8113,2.3909,9.6583,5.8452,26.8475,7.2481,10.7808,8.7062,11.9309,13.5984,15.9545,17.7075,28.7166,15.7622,16.7725,55.4852,28.35,33.121,61.4462,63.7624,68.0343,70.8841,104.8656,163.12,145.8647,259.9775,83.9164,174.4509,208.7256,160.8828,116.0877,294.0391,145.4587,255.6036,227.188,326.3803,96.4075,339.7218,303.0904,188.8975,247.801,147.1978,41.6568,76.792,146.7953,63.4886,57.1183
"1961-11-01",47.9802,7.1669,45.9299,16.9995,4.3029,6.2919,3.969,2.6371,0,18.7238,1.2727,0,3.6533,1.6573,0.5183,0.0601,0,0,0.0144,0.2725,0,0,0,0.1695,0,0.1864,0,2.2553,0,0,0.4008,0,3.5476,0,1.1118,0,0.3265,0,0,0,0.0083,0.0081,0,1.0895,0,NA,2.7353,0,1.1826,0,0,2.2273,0,0.6834,0,0,0.3332,0,2.5519,0,0,0.2012,0.1582,0.236,8.3436,14.815,6.0941,10.1722,15.175,24.9382,30.5339,38.4443,44.8796,101.4227,73.652,91.4057,136.2581,189.6815,165.1705,283.5116,98.843,197.9333,248.4033,184.9128,124.2619,300.6671,125.2691,239.9797,214.8768,313.4664,85.9417,338.6766,297.2335,209.2172,264.1976,179.1714,64.3051,91.3323,167.9059,88.4716,79.3962
"1961-12-01",87.7948,21.9662,70.2675,36.0111,15.8372,32.2673,20.2858,15.2704,0.0656,61.7252,8.5033,0,29.3184,19.6564,3.8203,3.2167,0.0056,0.1554,0.5549,10.1638,2.3778,1.6243,0,4.2037,0,1.2293,0,6.3186,1.4085,0.9357,0.5515,0.0994,5.1074,0,2.117,0,3.5233,0,0,0,0.9943,1.0696,0,2.8817,0.1631,NA,2.9696,0,1.6189,0,0,2.4179,0,3.4473,0,0,6.9002,4.7134,17.2102,7.5313,14.3561,11.4017,14.9315,12.9297,10.5911,13.5125,12.5194,11.5383,10.94,22.2488,18.1732,18.8443,25.3276,41.8464,34.6271,56.1737,67.0089,125.7194,113.8585,223.5718,88.6748,135.72,201.1746,171.827,101.3781,287.0774,123.4013,240.1916,223.441,341.7822,110.8992,387.3388,337.7408,247.0619,319.2058,216.5098,70.2786,103.8252,194.9196,100.6897,90.3906
"1962-01-01",34.5172,13.3077,39.9715,19.1974,5.8267,10.7233,5.9971,4.1929,1.4627,12.0801,1.1776,3.5478,4.0662,1.1765,0.4455,0.0968,0.2832,0.5833,0.6598,0.1769,0.6154,0.4557,0.2741,3.7006,0,2.3256,0.0538,7.837,0.5018,0,4.2945,0,13.3222,0,4.9461,0.0498,6.467,0,0,0,1.4876,1.5104,0,10.493,0.0024,NA,9.69,0,6.2877,0,0,6.3888,0,3.7824,0,0,2.5163,0.024,15.518,3.5544,5.3961,3.5546,7.0082,6.6139,7.8764,10.285,16.0634,4.0696,5.54,31.7124,12.225,14.692,26.2811,35.1982,40.1122,61.4012,88.563,132.3363,112.5254,181.4451,70.1006,110.2618,143.9254,123.2522,63.0979,195.9843,67.1127,175.7957,153.7689,276.8669,71.51,300.9069,286.5004,171.7235,269.3008,176.4006,53.9586,72.1721,180.6025,89.487,83.2459
"1962-02-01",63.3718,27.1781,74.9451,44.2558,20.1895,36.2599,22.8048,20.5891,3.6489,19.2426,11.5359,8.8083,13.644,15.7276,7.4692,5.1688,1.9984,1.8168,0.8743,7.85,0.7014,0.596,0,3.265,0,0.4872,0,5.7155,0,0,0.479,0,7.9931,0,6.6259,0,6.296,0,0,0,1.4485,1.258,0,6.279,0,NA,3.533,0,0.8487,0,0,0.8771,0,1.157,2.7071,3.1065,1.1013,0.186,1.7738,0.0162,1.8143,0.8404,2.1885,2.4816,1.6939,3.9575,1.2383,3.89,4.01,4.425,5.3536,9.2953,6.9267,24.5324,14.1592,15.8808,10.5051,17.7328,14.3764,32.7533,18.3462,18.0726,38.6163,54.9431,14.7056,82.6248,25.2843,63.5769,50.3848,116.9167,15.1108,133.3279,147.3985,94.8211,163.2435,94.6001,36.8798,37.8077,121.033,66.0151,66.0467
"1962-03-01",35.4951,5.1681,33.0612,11.1148,3.0058,7.0433,4.7355,3.3024,0,27.6039,2.2733,0,2.2919,0.0682,0.4859,0.0172,9e-04,0.1215,0.2682,0.1708,0,0,0,0.0156,0,0.1002,0,1.3369,0.0264,0,0.285,0,4.229,0,1.2368,0,2.4237,0,0,0,0.8644,1.0055,0,3.9216,0,NA,2.5947,0,0.026,0,0.4776,0.1517,1.5011,0.5391,5.5473,11.2748,5.0757,25.1477,41.4558,48.4388,68.9675,46.2721,58.2155,48.4421,47.7188,56.27,66.7038,49.2561,57.14,114.016,93.1618,105.4893,141.3376,160.0136,142.1716,140.1237,194.0519,223.9899,181.8787,267.5551,115.6068,189.1247,238.5001,221.1212,119.0131,286.685,124.353,240.7321,207.1946,331.8474,97.5608,323.8433,316.0191,208.6288,296.6159,172.1418,52.4689,79.6424,193.5257,94.9367,96.541
"1962-04-01",14.1025,3.0115,14.2716,6.6672,2.1116,3.2851,2.235,1.2932,0,4.6954,0.3998,0.0113,0.0292,0,0.3205,0,0.0391,0.0026,0.0193,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0.9069,NA,2.0595,4.3619,8.3415,14.7509,19.66,22.2042,32.9098,44.6976,52.673,53.6865,77.8614,63.5845,102.1381,97.7869,134.7833,103.1767,118.607,90.8397,78.3007,78.15,89.667,65.2722,71.83,116.0121,104.6996,115.9897,126.9667,181.3006,123.2377,125.2439,146.0243,190.2481,167.3181,248.1734,129.7585,168.2079,204.1955,189.3505,98.3614,262.4558,116.4891,192.9529,170.0908,274.2299,82.5083,272.964,258.7353,168.9912,251.1518,172.9746,58.904,69.059,197.2241,99.8691,106.7732
"1962-05-01",0.2372,0.7796,0.2962,0.1989,0.097,0.0174,0.0021,0,0.0012,0,0.0119,0.8113,1.5469,2.1096,1.0546,2.4451,0.7069,3.1149,3.974,7.3078,5.2867,11.0925,6.1816,18.1195,3.2717,11.6331,2.086,15.9243,3.7031,0.6829,6.2486,1.1412,8.7751,5.3899,10.4455,6.8449,14.5802,10.4096,11.0423,10.513,14.1709,14.1011,9.3274,19.0312,8.8683,NA,36.6504,11.8835,34.9828,11.5143,13.684,35.031,16.692,27.5081,16.3145,16.2196,32.0009,14.7263,41.9082,15.04,25.0929,21.1913,29.5515,23.3724,44.0379,48.92,43.1433,39.9309,42.32,89.7262,78.9889,96.6437,117.0465,203.1455,137.7993,171.4837,268.1245,307.8926,272.2683,356.747,150.6862,269.9067,307.7528,241.8662,209.036,371.1213,246.2111,311.0418,279.8046,340.2579,160.2633,332.9629,285.046,184.984,240.2717,163.5932,53.9961,87.8279,174.7782,87.6051,85.3423
