date,1001001,1001002,1001003,1020002,1020003,1021001,1021002,1041002,1044001,1050002,1050004,1201001,1201003,1201005,1210001,1211001,1300009,1310002,1410004,1502002,1502008,1610002,1610004,1730001,1730002,1730003,1730007,1730012,2101001,2103001,2103002,2103003,2103014,2104002,2104003,2104013,2105001,2105002,2105005,2105007,2110001,2110002,2110004,2112005,2112006,2112007,2113001,2120001,2510001,3022001,3041001,3041002,3041003,3041004,3041005,3050001,3404001,3414001,3421001,3430001,3430002,3430003,3431001,3434001,3434003,3450001,3453001,3802001,3804002,3806001,3814001,3814003,3815001,3815002,3820001,3820002,3820003,3825001,3826001,4301002,4302001,4306001,4308001,4311001,4313001,4314001,4314002,4320001,4323001,4335001,4400001,4501001,4501002,4502001,4503001,4506002,4511002,4512001,4513001,4514001,4515002,4516001,4520001,4522001,4522002,4523001,4523002,4530001,4531001,4531002,4532001,4533002,4534001,4535002,4537001,4540001,4550003,4556001,4557002,4558001,4703001,4703002,4704001,4704002,4711001,4712001,4714001,4716001,4716004,4721001,4723001,4726001,4730001,4810001,4810005,5100001,5101001,5110002,5120001,5200001,5221002,5320001,5401003,5402001,5403002,5403003,5406001,5410002,5410005,5411001,5411002,5414001,5420002,5421001,5421002,5422001,5423003,5423004,5423006,5427003,5701001,5701002,5702001,5703006,5704002,5705001,5706001,5707002,5710001,5715001,5716001,5720001,5721001,5721016,5722001,5722002,5730005,5730008,5734001,5737002,5741001,5746001,5748001,6000003,6002001,6003001,6006001,6008005,6011001,6013001,6015001,6018001,6019003,6025001,6027001,6028001,6033001,6033011,6034001,6034022,6034023,6035001,6043001,6132001,7102001,7102005,7103001,7104001,7104002,7112001,7115001,7116001,7123001,7200002,7300001,7303000,7306001,7308001,7308002,7317003,7317005,7320003,7321002,7322001,7330001,7331001,7332001,7335001,7335002,7336001,7339001,7340001,7341001,7343001,7350001,7350002,7350003,7351001,7354001,7354002,7355001,7355002,7355003,7357002,7358001,7359001,7372001,7374001,7379001,7379002,7381001,7383001,7400001,8104001,8105001,8106001,8106002,8112001,8114001,8115001,8117001,8117004,8117005,8117006,8117008,8118001,8123001,8124001,8124002,8130001,8130002,8132001,8133001,8134002,8134003,8135002,8140002,8141001,8144001,8210003,8220001,8220008,8220010,8304001,8307002,8312000,8312001,8313000,8313001,8316002,8317001,8317002,8319001,8323001,8323002,8324002,8330001,8332001,8334001,8342001,8343001,8350001,8351001,8356001,8358001,8362001,8366002,8372002,8376001,8380001,8381003,8383001,8385001,8386001,8393002,8394001,8430001,8530001,8700002,8700003,8720001,8820001,8821001,8821002,8821003,8821006,8822001,8822002,8910001,9101001,9101002,9102001,9104001,9104002,9106001,9107001,9107002,9111001,9113001,9116001,9122002,9123001,9126001,9127001,9129002,9131001,9134001,9135001,9140001,9400000,9402001,9404001,9405001,9412001,9414001,9416001,9420001,9423001,9433001,9434001,9436001,9437002,10100002,10100006,10102001,10111001,10121001,10122001,10122003,10133000,10134001,10137001,10140001,10142003,10304001,10305001,10306001,10311001,10313001,10322003,10327001,10328001,10340001,10343001,10343002,10344003,10344004,10351001,10356001,10362001,10363002,10364001,10401001,10405002,10405005,10411002,10414001,10431000,10431001,10432002,10432003,10440000,10503001,10514001,10520001,10523002,10701002,10702002,10704002,11020004,11040001,11130001,11141001,11143001,11143002,11147001,11147002,11302001,11307001,11308001,11310001,11310002,11310003,11312001,11315001,11316001,11317001,11335002,11337001,11342001,11405001,11500002,11505001,11514001,11520002,11521001,11530000,11536001,11536004,11542001,11545000,11701001,11710000,11711000,12280002,12284002,12284003,12284005,12284006,12284007,12285001,12285003,12286002,12287001,12288003,12289001,12289002,12289003,12291001,12400003,12400004,12448001,12452001,12561001,12563001,12582001,12585001,12586001,12600001,12622001,12660001,12802001,12805001,12806001,12820001,12825002,12861001,12863002,12865001,12872001,12876001,12876004,12878001,12930001
1960-01-01,,,,,,,,,,0.8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1055,,,,,,,1.6199,,,,,,,,,,,0.609,,0.7923,0.5738,0.1931,,,,,,0.4919,,,0.3146,,,,,,,,,,2.4432,,,3.9291,2.519,2.1363,1.5684,,,,,,1.2599,,,,5.2614,,,4.2808,,,0.0898,3.3498,2.5327,,1.7044,1.2287,,,0.2239,,,1.0054,1.4851,,,0.0652,,,,,1.5809,,,1.2754,1.0871,,5.808,,,,,,,,,,,,,,,,,40.3147,,,,16.3262,,,,,17.878,,,,,,132.2302,,113.1242,,,126.4229,91.5053,,,,,,,28.4952,,,1.5153,8.4103,0.7454,,,,,,,,,,,,,,,210.5126,,,8.4417,,,,,,179.9895,,135.1551,14.6799,206.3708,,,,,,,,,,,,,,110.1424,,43.4348,7.9986,,,,,,,2.785,,92.7302,157.6774,,,73.6478,,,201.8271,,,62.7479,,27.9861,,18.3344,,,,,,149.811,133.3373,,,5.4246,,3.5821,105.5339,,,3.5481,,58.2529,,8.0293,22.5577,75.6458,2.5073,10.1331,,,8.2107,,,,,,,,,,,,,,,98.457,34.17,,,69.4094,,37.8148,37.4481,,,,,31.3057,,,,,,,42.5476,,43.6501,,,,,,,,,,53.0194,93.9446,63.5599,13.6512,,41.6675,,,38.3169,,13.1554,25.7739,,15.1408,,,8.7239,17.7031,,,109.6431,,24.0703,45.3512,,,,,,,133.1143,,,,,117.7161,115.9345,13.0864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-01,,,,,,,,,,0.6818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8255,,,,,,,1.4774,,,,,,,,,,,0.551,,0.6147,0.3683,0.1587,,,,,,0.512,,,0.4511,,,,,,,,,,2.5251,,,3.6958,2.5457,2.162,1.6263,,,,,,0.9432,,,,5.7414,,,3.6291,,,0.0666,3.1257,2.5575,,0.8759,0.6849,,,0.1624,,,0.8054,0.5648,,,0.1267,,,,,1.3005,,,0.5211,0.477,,4.379,,,,,,,,,,,,,,,,,38.4028,,,,13.1477,,,,,6.2883,,,,,,108.2542,,59.4999,,,86.3089,61.3593,,,,,,10.5553,17.5573,,,1.595,9.7519,0.61,,,,,,,,,,,,,,,114.1587,,,6.7472,,,,,,85.9017,,78.0242,7.8695,106.298,,,,,,,,,,,,,,55.6504,,39.1018,4.2963,,,,,,,1.801,,83.5773,258.0694,,,32.8255,,,164.408,,,34.6431,,23.3891,,14.4753,,,,,,67.8435,,,,2.308,,1.4565,85.5441,,,2.1845,,56.0589,,6.8777,29.6257,49.4801,1.1422,6.4363,,,7.6269,,,,,,,,,,,,,,,59.0705,27.2847,,,60.1231,,24.1874,24.4063,,,,,23.8968,,,,,,,27.6516,,27.9707,,,,,,,,,,38.5327,65.5504,45.3367,10.3823,,26.8512,,,28.8341,,14.6417,14.6505,,8.8004,,,5.0295,15.6882,,,,,17.6333,34.5076,,,,,,,116.9215,,,,,101.8359,98.8516,6.6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-01,,,,,,,,,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,,,,,,,1.5723,,,,,,,,,,,0.2759,,0.309,0.2877,0.1219,,,,,,0.468,,,0.4386,,,,,,,,,,2.3863,,,3.8042,2.5483,2.1216,1.6865,,,,,,0.8914,,,,5.0073,,,2.213,,,0.0682,1.2003,1.2697,,0.507,0.2872,,,0.0947,,,0.6102,0.2572,,,0.1329,,,,,1.3528,,,0.4746,0.7029,,3.5606,,,,,,,,,,,,,,,,,24.2573,,,,10.636,,,,,6.8367,,,,,,51.9994,,42.0982,,,55.7943,44.4692,,,,,,8.3081,12.8563,,,1.5168,9.2444,0.5024,,,,,,,,,,,,,,,67.9759,,,5.2503,,,,,,63.3149,,42.2053,3.3087,56.5891,,,,,,,,,,,,,,35.8964,,25.3017,12.287,,,,,,,2.2902,,47.8114,129.0522,,,21.3726,,,155.1778,,,56.2838,,21.8029,,20.6114,,,,,,56.0146,,,,5.0516,,3.4698,70.5873,,,3.322,,55.3232,,10.2233,34.3195,43.6799,1.0023,10.2011,,,12.2006,,,,,,,,,,,,,,,46.5186,19.7588,,,50.9207,,15.7746,23.6607,,,,,23.4087,,,,,,,26.4782,,31.18,,,,,,,,,,40.7994,35.1843,37.1977,7.8527,,33.0896,,,28.3946,,14.9567,13.7659,,7.6424,,,7.935,15.3121,,,79.1058,,15.8705,32.4727,,,,,,,110.4173,,,,,85.1551,89.2837,22.2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-01,,,,,,,,,,0.6957,,,,,,,,,,0.5462,,,,,,,,,,,,,,,,,,,,,,0.5815,,,,,,,1.6036,,,,,,,,,,,0.2131,,0.2887,0.2684,0.1265,,,,,,0.4061,,,0.4835,,,,,,,,,,1.6353,,,3.9404,2.7525,1.7355,1.4147,,,,,,1.1437,,,,4.4762,,,1.7067,,,0.3938,1.4891,1.5918,,0.4469,0.2862,,,0.0697,,,0.8288,0.347,,,0.1605,,,,,1.2902,,,0.7824,1.4404,,2.7665,,,,,,,,,,,,,,,,,14.8926,,,,10.2497,,,,,7.3057,,,,,,6.284,,35.2888,,,29.7302,31.4028,,,,,,7.9022,9.2592,,,1.2192,8.7638,0.5024,,,,,,,,,,,,,,,34.5076,,,6.2372,,,,,,51.8926,,51.863,3.6,48.3955,,,,,,,,,,,,,,28.8909,,30.4476,11.2335,,,,,,,2.9055,,48.183,32.1825,,,13.878,,,132.7609,,,69.1869,,20.8377,,18.4743,,,,,,45.2213,,,,23.7605,,21.126,68.2397,,,5.0343,,,,19.4488,37.3848,52.7772,15.4971,20.3611,,,32.3841,,,,,,,,,,,,,,,59.872,70.5528,,,54.2789,,14.4318,60.4769,,,,,31.8204,,,,,,,67.9163,,62.2558,,,,,,,,,,39.5594,36.5105,39.9518,9.6308,,27.3062,,,30.8385,,13.6365,16.2136,,10.049,,,5.2989,17.6688,,,90.9827,,23.3314,34.933,,,,,,,118.3467,,,,,98.4089,101.3569,31.3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-01,,,,,,,,,,0.8703,,,,,,,,,,0.7104,,,,,,,,,,,,,,,,,,,,,,0.6724,,,,,,,1.7184,,,,,,,,,,,0.4803,,0.3267,0.3064,0.1159,,,,,,0.4886,,,0.6666,,,,,,,,,,1.9138,,,4.625,3.4084,1.9418,1.5065,,,,,,2.2435,,,,4.2985,,,2.0714,,,1.5871,2.2943,1.928,,0.5392,0.3444,,,0.0642,2.4836,,0.8752,0.3172,,,,,,,,1.3621,,,1.1966,1.9644,,3.0156,,,,,,,,,,,,,,,,,10.3423,,,,10.3564,,,,,9.2626,,,,,,3.1861,,33.1131,,,25.4377,25.7366,,,,,,8.4317,8.8894,,,1.1812,9.1124,0.5683,,,,,,,,,,,,,,,26.2131,,,13.2698,,,,,,52.3849,,26.5261,5.3087,28.8643,,,,,,,,,,,,,,38.9887,,27.5142,13.7137,,,,3.4754,,,5.3843,,26.6432,20.767,,,100.5776,,,65.3554,,,47.4579,,19.2701,,18.3561,,,,,,45.9307,40.3505,,,18.7499,,40.1607,54.1836,,,7.5151,,,,7.8252,15.2087,39.3267,17.5904,16.8163,,,24.7334,,,,,,,,,,,,,,,68.0896,91.202,,,61.6905,,38.4185,112.5764,,,,,31.0954,,,,,,,78.5852,,71.9361,,,,,,,,,,63.9227,60.2329,37.5779,9.9225,,49.9964,,,48.2194,,13.1309,11.9456,,15.252,,,27.1463,34.9127,,,150.103,,83.53,67.7003,,,,,,,158.8989,,,,,132.8037,144.7442,87.4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-01,,,,,,,,,,1.1362,,,,,,,,,,0.6701,,,,,,,,,,,,,,,,,,,,,,0.7161,,,,,,,1.7209,,,,,,,,,,,0.3082,,0.3044,0.4037,0.1397,,,,,,0.8858,,,0.7781,,,,,,,,,,1.5485,,,5.8011,4.9274,2.1192,2.0541,,,,,,3.0022,,,,5.5981,,,4.8428,,,3.5099,5.6352,2.6525,,4.6069,3.3747,,,0.1186,1.7387,,1.643,0.4898,,,1.6446,,,,,4.0172,,,4.3851,4.7771,,2.7428,,,,,,,,,,,,,,,,,16.2553,,,,19.7381,,,,,16.7169,,,,,,4.7836,,29.604,,,22.6603,31.4191,,,,,,19.1995,16.4808,,,3.0107,12.3059,35.6652,,,,,,,,,,,,,,,40.3901,,,32.7902,,,,,,77.8898,,102.7361,81.7293,103.8665,,,,,,,,,,,,,,67.8081,,368.6255,186.7977,,,,96.807,,,55.3555,,269.0624,52.7774,,,149.2701,,,247.2402,,,134.0979,,70.1999,,96.0226,,,,,,107.3088,229.6797,,,272.8961,,127.5549,318.1239,,,91.7252,,,135.8978,177.661,93.3707,456.5717,,68.8371,,,253.8858,,,,,,,,,,,,,,,269.9692,501.4214,,,476.2392,,200.1965,535.6354,,,,465.1204,387.8908,,,,,,,240.157,,225.5936,,,,,,,,,,338.058,430.1374,570.1874,62.5186,,223.6664,,,137.5093,,115.0227,245.788,,214.4778,,,150.4249,142.3718,,,327.5736,,233.5216,209.033,,,,,,,349.3871,,,,,237.5873,298.6174,205.7036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-01,,,,,,,,,,1.2868,,,,,,,,,,0.6645,,,,,,,,,,,,,,,,,,,,,,0.7566,,,,,,,1.7102,,,,,,,,,,,0.3459,,0.3301,0.4163,0.164,,,,,,,,,1.0229,,,,,,,,,,1.4388,,,5.6574,4.6275,2.1296,2.1759,,,,6.0792,,2.3407,1.7711,,,6.8467,,,4.7704,,,4.6281,4.5915,1.0885,,3.2869,2.8211,,,0.1487,1.2407,,0.8194,0.2542,,,0.769,,,,,2.1761,,,5.2904,4.8684,,3.2187,,,,,,,,,,,,,,,,,13.8871,,,,8.0734,,,,,13.4321,,,,,,5.6259,,29.6654,,,22.4712,29.3905,,,,,,14.7909,12.4431,,,1.1334,12.0893,10.5507,,,,,,,,,,,,,,,35.286,,,22.9338,,,,,,56.5994,,83.9056,82.633,64.0712,,,,,,,,,,,,,,75.3541,,,140.9832,,,,80.4648,,,44.5205,,199.7803,100.0434,,,128.9334,,,234.5277,,,179.362,,83.0688,,122.6044,,,,,,,188.2265,,,,,,224.8044,,,139.5707,,,,,78.3192,277.6699,,110.5971,,,218.424,,,,,,,,,,,,,,,227.9687,378.1185,,,316.9698,,317.3878,577.1103,,,,367.0251,708.6525,,,,,,,204.6383,,230.9867,,,,,,,,,,307.3845,291.7085,185.3775,76.8376,,225.1557,,,165.2301,,,374.2081,,313.635,,,279.9054,186.7719,,,323.3206,,247.1442,235.276,,,,,,,373.4535,,,,,302.9227,328.2771,262.5754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-01,,,,,,,,,,1.0469,,,,,,,,,,0.5644,,,,,,,,,,,,,,,,,,,,,,0.7519,,,,,,,1.7423,,,,,,,,,,,0.3514,,0.3121,0.3944,0.1715,,,,,,0.2473,,,0.7289,,,,,,,,,,1.3368,,,4.548,3.2355,1.5992,1.5048,,,,5.4655,,1.8832,1.2794,,,6.2867,,,3.3339,,,0.8749,2.3187,2.1492,,1.6649,0.9762,,,0.2336,3.3077,,0.3069,0.0955,,,0.2538,,,,,1.3835,,,3.8744,3.169,,4.354,,,,,,,,,,,,,,,,,16.1056,,,,9.3344,,,,,12.1041,,,,,,5.4592,,30.1631,,,78.2513,30.6059,,,,,,14.1611,18.0012,,,0.9383,11.7778,8.8619,,,,,,,,,,,,,,,35.4719,,,19.5259,,,,,,53.1234,,91.291,50.7471,61.4325,,,,,,,,,,,,,,72.5222,,141.9983,81.3413,,,,34.267,,,26.834,,124.3691,,,,122.2918,,,180.6923,,,80.2303,,70.0826,,74.8172,,,,,,,125.9199,,,121.2229,138.994,,148.5793,,,83.1474,,,,,56.0635,159.6121,,126.1025,,,125.1146,,,,,,,,,,,,,,,158.087,247.0997,,,190.7531,,219.8353,357.9952,,,,215.7736,491.4803,,,,,,,166.6785,,156.1077,,,,,,,,,,233.5956,205.9062,121.9132,72.9513,,167.105,,,146.9881,,,238.5992,,201.2757,,,181.0565,150.2232,,,269.156,,179.6994,203.4745,,,,,,,274.0325,,,,,342.0187,339.8153,268.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-01,,,,,,,,,,0.886,,,,,,,,,,0.491,,,,,,,,,,,,,,,,,,,,,,0.7122,,,,,,,1.7274,,,,,,,,,,,0.3149,,0.2961,0.3276,0.1534,,,,,,0.4447,,,0.7797,,,,0.4386,,,,,,1.253,,,3.3009,2.3929,1.3314,1.1743,,,,4.2458,,1.114,1.1411,,,6.5876,,,3.2578,,,0.1869,2.6497,1.923,,1.4349,0.9223,,,0.1695,2.531,,0.7006,0.1566,,,0.1853,,,,,0.1814,,,1.3189,0.7075,,4.4887,,,,,,,,,,,,,,,,,19.9734,,,,10.2097,,,,,3.3396,,,,,,4.0883,,31.6208,,,28.293,35.512,,,,,,13.7132,20.2771,,,0.9449,6.4665,6.2281,,,,,,,,,46.4722,,,,,,,,,11.3802,,,,,,62.8206,,86.6049,43.7528,73.3164,,,,,,,,,,,,,,70.3242,,187.7877,85.2147,,,,29.7583,,,21.1503,,152.0149,157.9834,,,92.4015,,,137.9416,,,62.4277,,66.5654,,34.9899,,,,,,,148.7076,,,123.3012,165.5756,,150.095,,,68.1982,,,84.9419,47.7837,,171.7068,,116.2118,,,106.8603,,,,,,,,,,,,,,,171.0782,208.1519,,,207.5527,,180.3164,306.4997,,,,280.0822,225.4321,,,,,,,176.6067,,137.9366,,,,,,,,,,197.1819,190.1266,,56.8014,,137.6414,,,131.3052,,,187.8,,157.4236,,,132.4749,90.6019,,,221.7803,,125.8516,164.5585,,,,,,,221.4226,,,,,263.3026,259.5272,152.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
